NpcID	MapID	PosX	PosY	ScriptFile	Name	IsLoad
242	176	51344	81619		ThuyÒn Phu	1
194	176	41923	88195		HuÖ T©m S­ Th¸i	1
193	176	42009	88118		Ni C« Thanh Hßa	1
309	176	42401	88479		H­¬ng Kh¸ch 	1
358	176	42127	89046		H­¬ng Kh¸ch 	1
350	176	42133	88323		H­¬ng Kh¸ch 	1
318	176	42565	89146		H­¬ng Kh¸ch 	1
209	176	42053	91039		ThÇn BÝ Th­¬ng Nh©n	1
286	176	42801	93114		Tr­¬ng ThiÕt Chñy 	1
214	176	48844	92617		Töu B¶o 	1
244	176	48684	92742		Bµ chñ töu ®iÕm	1
218	176	49551	92552		Ng­êi thu tiÒn	1
316	176	49617	92548		Chñ tiÖm cÇm ®å	1
344	176	49614	92813		Con g¸i Chñ tiÖm cÇm ®å	1
219	176	49464	92664		Ng­êi thu tiÒn tiÖm cÇm ®å	1
239	176	51246	93172	\script\global\luanpcfunctions\station.lua	Xa phu	1
62	176	51693	93010		VÖ binh thµnh m«n	1
245	176	46892	93557		Quan Viªn tho¸i nhiÖm	1
328	176	50146	93488		Kh¸ch trä 	1
261	176	50592	93905		Ng­êi b¸n dÇu	1
377	176	50873	93597		DÞch quan	1
62	176	51892	93222		VÖ binh thµnh m«n	1
260	176	44408	94693		Hµng rong	1
345	176	46605	95179		Cè Tö B×nh	1
256	176	47542	94628		Thî may	1
203	176	49421	94811	\script\global\luanpcfunctions\godmedicine.lua	¤ng chñ d­îc ®iÕm	1
330	176	51217	94738		Tr­¬ng TiÓu TuyÒn 	1
343	176	46669	95260		TÇn Nh­ H©n 	1
199	176	48600	95482	\script\global\luanpcfunctions\blacksmith.lua	Häc trß thî rÌn	1
377	176	48179	95448		LÔ Quan	1
201	176	48684	95450		Häc trß 	1
108	176	50006	95341		D· TÈu	1
203	176	51724	95234	\script\global\luanpcfunctions\godmedicine.lua	¤ng chñ d­îc ®iÕm	1
311	176	52578	96122		Long Giíi Sinh	1
393	176	43278	96463	\script\global\luanpcfunctions\station.lua	Xa phu	1
210	176	46586	96848		B¶o kª 	1
319	176	46417	96806		Con b¹c	1
210	176	46729	96989		B¶o kª 	1
209	176	46639	96884		Chñ sßng b¹c	1
