NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
6	3	25344	118752		Sãi ®á	20	1
5	3	25501	118319		Sãi x¸m	20	1
7	3	25892	118181		Sãi xanh	20	1
5	3	26240	118048		Sãi x¸m	20	1
5	3	27232	118304		Sãi x¸m	20	1
6	3	28534	117799		Sãi ®á	20	1
6	3	29118	118768		Sãi ®á	20	1
5	3	29696	118720		Sãi x¸m	20	1
6	3	30528	117856		Sãi ®á	20	1
6	3	30244	117888		Sãi ®á	20	1
5	3	31136	118272		Sãi x¸m	20	1
5	3	31424	118176		Sãi x¸m	20	1
7	3	32000	118144		Sãi xanh	20	1
5	3	32585	117968		Sãi x¸m	20	1
6	3	33248	117920		Sãi ®á	20	1
7	3	32864	117824		Sãi xanh	20	1
5	3	34112	117792		Sãi x¸m	20	1
7	3	33824	117952		Sãi xanh	20	1
5	3	34144	117984		Sãi x¸m	20	1
6	3	34657	117817		Sãi ®á	20	1
7	3	34473	117968		Sãi xanh	20	1
5	3	35136	117920		Sãi x¸m	20	1
6	3	35520	118112		Sãi ®á	20	1
5	3	35940	118620		Sãi x¸m	20	1
7	3	25344	119392		Sãi xanh	20	1
6	3	25344	119776		Sãi ®á	20	1
6	3	25632	119744		Sãi ®á	20	1
5	3	25951	119197		Sãi x¸m	20	1
7	3	26336	119104		Sãi xanh	20	1
6	3	26214	119024		Sãi ®á	20	1
5	3	26944	119040		Sãi x¸m	20	1
7	3	27552	119520		Sãi xanh	20	1
6	3	27385	119411		Sãi ®á	20	1
6	3	27627	119554		Sãi ®á	20	1
5	3	27904	119424		Sãi x¸m	20	1
5	3	27906	119739		Sãi x¸m	20	1
5	3	28160	119104		Sãi x¸m	20	1
7	3	28768	118816		Sãi xanh	20	1
7	3	30071	118795		Sãi xanh	20	1
5	3	30496	118848		Sãi x¸m	20	1
5	3	30688	119040		Sãi x¸m	20	1
5	3	30288	118833		Sãi x¸m	20	1
7	3	31040	119072		Sãi xanh	20	1
5	3	30944	119168		Sãi x¸m	20	1
5	3	31712	119104		Sãi x¸m	20	1
7	3	31328	119007		Sãi xanh	20	1
7	3	31872	119232		Sãi xanh	20	1
5	3	31904	119744		Sãi x¸m	20	1
6	3	32224	119584		Sãi ®á	20	1
5	3	32576	119072		Sãi x¸m	20	1
5	3	33083	119037		Sãi x¸m	20	1
7	3	33344	119168		Sãi xanh	20	1
5	3	33658	119317		Sãi x¸m	20	1
5	3	34112	119424		Sãi x¸m	20	1
6	3	33885	119270		Sãi ®á	20	1
5	3	34698	119118		Sãi x¸m	20	1
