NpcID	MapID	PosX	PosY	ScriptFile	Name	Level	IsLoad
25	21	83376	143104		Kim 告沿	25	1
25	21	83552	142208		Kim 告沿	25	1
25	21	82960	141184		Kim 告沿	25	1
25	21	83280	140256		Kim 告沿	25	1
25	21	83728	139392		Kim 告沿	25	1
25	21	84384	138880		Kim 告沿	25	1
25	21	84752	138048		Kim 告沿	25	1
25	21	85408	137664		Kim 告沿	25	1
25	21	85792	136864		Kim 告沿	25	1
25	21	86368	136256		Kim 告沿	25	1
25	21	86464	135200		Kim 告沿	25	1
25	21	87152	134688		Kim 告沿	25	1
25	21	87488	133568		Kim 告沿	25	1
25	21	88016	133248		Kim 告沿	25	1
25	21	88160	132224		Kim 告沿	25	1
25	21	88768	131904		Kim 告沿	25	1
25	21	88656	130656		Kim 告沿	25	1
25	21	88992	129728		Kim 告沿	25	1
25	21	89328	129056		Kim 告沿	25	1
25	21	89360	128320		Kim 告沿	25	1
25	21	88512	128704		Kim 告沿	25	1
25	21	88640	127392		Kim 告沿	25	1
25	21	87920	127232		Kim 告沿	25	1
25	21	87968	126272		Kim 告沿	25	1
25	21	87472	127040		Kim 告沿	25	1
25	21	87104	126336		Kim 告沿	25	1
25	21	86832	127232		Kim 告沿	25	1
25	21	86608	126752		Kim 告沿	25	1
25	21	86208	127744		Kim 告沿	25	1
25	21	85792	127456		Kim 告沿	25	1
25	21	85184	127456		Kim 告沿	25	1
25	21	84896	128224		Kim 告沿	25	1
25	21	84400	127872		Kim 告沿	25	1
25	21	83712	128576		Kim 告沿	25	1
25	21	83232	127712		Kim 告沿	25	1
25	21	82672	128160		Kim 告沿	25	1
25	21	82144	127232		Kim 告沿	25	1
25	21	82080	127808		Kim 告沿	25	1
25	21	81392	127360		Kim 告沿	25	1
25	21	81296	128320		Kim 告沿	25	1
25	21	80816	127904		Kim 告沿	25	1
25	21	80784	128928		Kim 告沿	25	1
25	21	80112	128672		Kim 告沿	25	1
25	21	79728	129664		Kim 告沿	25	1
25	21	79040	129440		Kim 告沿	25	1
25	21	78512	130144		Kim 告沿	25	1
25	21	77888	129856		Kim 告沿	25	1
25	21	77520	130432		Kim 告沿	25	1
25	21	78016	131616		Kim 告沿	25	1
25	21	78144	132512		Kim 告沿	25	1
25	21	78704	133024		Kim 告沿	25	1
25	21	79552	132960		Kim 告沿	25	1
25	21	79536	133920		Kim 告沿	25	1
25	21	80256	133824		Kim 告沿	25	1
25	21	80944	133728		Kim 告沿	25	1
25	21	81488	134208		Kim 告沿	25	1
25	21	80992	134720		Kim 告沿	25	1
25	21	80512	135712		Kim 告沿	25	1
25	21	80096	135136		Kim 告沿	25	1
25	21	81296	136512		Kim 告沿	25	1
25	21	81024	137376		Kim 告沿	25	1
25	21	81232	138272		Kim 告沿	25	1
25	21	82048	138592		Kim 告沿	25	1
25	21	82288	139552		Kim 告沿	25	1
25	21	82928	139456		Kim 告沿	25	1
25	21	81840	126112		Kim 告沿	25	1
25	21	81456	124960		Kim 告沿	25	1
25	21	81984	123680		Kim 告沿	25	1
25	21	83296	123296		Kim 告沿	25	1
25	21	84224	122112		Kim 告沿	25	1
25	21	85248	122304		Kim 告沿	25	1
25	21	85632	120896		Kim 告沿	25	1
25	21	86656	120320		Kim 告沿	25	1
25	21	87376	121056		Kim 告沿	25	1
25	21	88432	119680		Kim 告沿	25	1
25	21	88144	120384		Kim 告沿	25	1
25	21	86368	123936		Kim 告沿	25	1
25	21	86112	122944		Kim 告沿	25	1
25	21	87200	124192		Kim 告沿	25	1
25	21	86912	124640		Kim 告沿	25	1
25	21	88400	123424		Kim 告沿	25	1
25	21	87936	124256		Kim 告沿	25	1
25	21	89216	123392		Kim 告沿	25	1
25	21	89952	123264		Kim 告沿	25	1
25	21	90544	123392		Kim 告沿	25	1
25	21	88976	119136		Kim 告沿	25	1
25	21	89744	119104		Kim 告沿	25	1
25	21	90048	118432		Kim 告沿	25	1
25	21	90384	117856		Kim 告沿	25	1
25	21	91184	119232		Kim 告沿	25	1
25	21	91184	117376		Kim 告沿	25	1
25	21	91728	116576		Kim 告沿	25	1
25	21	92320	117536		Kim 告沿	25	1
25	21	92608	118400		Kim 告沿	25	1
25	21	92208	120352		Kim 告沿	25	1
25	21	91472	120608		Kim 告沿	25	1
25	21	80512	125376		Kim 告沿	25	1
25	21	79904	124384		Kim 告沿	25	1
25	21	79232	124672		Kim 告沿	25	1
25	21	78640	123488		Kim 告沿	25	1
25	21	78608	121920		Kim 告沿	25	1
25	21	77952	121696		Kim 告沿	25	1
25	21	77280	121088		Kim 告沿	25	1
25	21	76480	121024		Kim 告沿	25	1
25	21	76176	119968		Kim 告沿	25	1
25	21	75888	118880		Kim 告沿	25	1
25	21	76768	118272		Kim 告沿	25	1
25	21	77232	116992		Kim 告沿	25	1
25	21	78112	116736		Kim 告沿	25	1
25	21	78352	115648		Kim 告沿	25	1
25	21	79024	114944		Kim 告沿	25	1
25	21	79888	114496		Kim 告沿	25	1
25	21	79600	112960		Kim 告沿	25	1
25	21	78816	112352		Kim 告沿	25	1
25	21	79728	111616		Kim 告沿	25	1
25	21	80768	111296		Kim 告沿	25	1
25	21	81248	109536		Kim 告沿	25	1
25	21	82080	108288		Kim 告沿	25	1
25	21	81984	106944		Kim 告沿	25	1
25	21	83072	106688		Kim 告沿	25	1
25	21	82896	105344		Kim 告沿	25	1
25	21	82192	104032		Kim 告沿	25	1
25	21	80544	104160		Kim 告沿	25	1
25	21	81104	105024		Kim 告沿	25	1
25	21	81552	105696		Kim 告沿	25	1
25	21	81392	103680		Kim 告沿	25	1
25	21	83344	105888		Kim 告沿	25	1
25	21	78032	112096		Kim 告沿	25	1
25	21	77504	111392		Kim 告沿	25	1
25	21	76864	111264		Kim 告沿	25	1
