NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
155	75	56192	96096		H¾c C©n	80	1
157	75	56024	96250		Lang bæng	80	1
155	75	56260	96327		H¾c C©n	80	1
155	75	56758	97151		H¾c C©n	80	1
155	75	56444	96485		H¾c C©n	80	1
155	75	56447	96632		H¾c C©n	80	1
155	75	56593	96565		H¾c C©n	80	1
155	75	57113	96869		H¾c C©n	80	1
156	75	56895	96951		¶nh C«n	80	1
155	75	56845	96809		H¾c C©n	80	1
155	75	54265	98218		H¾c C©n	80	1
156	75	54464	98208		¶nh C«n	80	1
155	75	55521	98291		H¾c C©n	80	1
155	75	55673	98153		H¾c C©n	80	1
155	75	55676	97979		H¾c C©n	80	1
155	75	55586	98121		H¾c C©n	80	1
155	75	55668	98276		H¾c C©n	80	1
156	75	55894	98069		¶nh C«n	80	1
155	75	55833	98089		H¾c C©n	80	1
155	75	56499	97334		H¾c C©n	80	1
155	75	57580	97475		H¾c C©n	80	1
156	75	57632	97333		¶nh C«n	80	1
156	75	57620	97772		¶nh C«n	80	1
156	75	57774	97738		¶nh C«n	80	1
156	75	57715	98014		¶nh C«n	80	1
157	75	57933	97961		Lang bæng	80	1
155	75	58012	98021		H¾c C©n	80	1
155	75	57954	97821		H¾c C©n	80	1
155	75	54568	98347		H¾c C©n	80	1
155	75	54441	98620		H¾c C©n	80	1
157	75	54333	98310		Lang bæng	80	1
156	75	54467	98421		¶nh C«n	80	1
155	75	54901	98617		H¾c C©n	80	1
156	75	55265	99080		¶nh C«n	80	1
156	75	55419	99205		¶nh C«n	80	1
156	75	55355	99296		¶nh C«n	80	1
155	75	55357	98982		H¾c C©n	80	1
155	75	57129	98657		H¾c C©n	80	1
156	75	57038	98705		¶nh C«n	80	1
156	75	58496	98624		¶nh C«n	80	1
155	75	58746	98767		H¾c C©n	80	1
157	75	58621	98749		Lang bæng	80	1
155	75	59180	98966		H¾c C©n	80	1
155	75	58931	98870		H¾c C©n	80	1
157	75	53064	100336		Lang bæng	80	1
157	75	53646	99895		Lang bæng	80	1
155	75	53323	100145		H¾c C©n	80	1
155	75	53546	100141		H¾c C©n	80	1
155	75	53528	100303		H¾c C©n	80	1
157	75	53792	99936		Lang bæng	80	1
156	75	54176	100160		¶nh C«n	80	1
155	75	53832	100220		H¾c C©n	80	1
155	75	54057	100047		H¾c C©n	80	1
156	75	55216	99331		¶nh C«n	80	1
155	75	55717	99853		H¾c C©n	80	1
156	75	55412	99518		¶nh C«n	80	1
155	75	55526	99526		H¾c C©n	80	1
157	75	55847	100012		Lang bæng	80	1
156	75	55869	99814		¶nh C«n	80	1
155	75	56245	99953		H¾c C©n	80	1
156	75	56280	100244		¶nh C«n	80	1
157	75	56184	100351		Lang bæng	80	1
155	75	56146	100127		H¾c C©n	80	1
156	75	56001	100142		¶nh C«n	80	1
155	75	55942	99556		H¾c C©n	80	1
157	75	57826	99909		Lang bæng	80	1
157	75	58178	99779		Lang bæng	80	1
155	75	58002	99810		H¾c C©n	80	1
155	75	57863	100117		H¾c C©n	80	1
156	75	58030	100070		¶nh C«n	80	1
156	75	58471	99824		¶nh C«n	80	1
156	75	59363	99551		¶nh C«n	80	1
155	75	59705	99997		H¾c C©n	80	1
155	75	52155	101315		H¾c C©n	80	1
155	75	52224	101088		H¾c C©n	80	1
155	75	53241	100385		H¾c C©n	80	1
155	75	54228	100607		H¾c C©n	80	1
156	75	54681	101131		¶nh C«n	80	1
155	75	54816	100576		H¾c C©n	80	1
157	75	54924	101086		Lang bæng	80	1
155	75	55116	101147		H¾c C©n	80	1
155	75	54918	101315		H¾c C©n	80	1
156	75	55003	100943		¶nh C«n	80	1
155	75	54800	100983		H¾c C©n	80	1
155	75	56960	101344		H¾c C©n	80	1
156	75	57067	101306		¶nh C«n	80	1
157	75	57952	100352		Lang bæng	80	1
156	75	58656	101024		¶nh C«n	80	1
157	75	58487	100783		Lang bæng	80	1
155	75	58419	100675		H¾c C©n	80	1
156	75	58974	101311		¶nh C«n	80	1
155	75	59105	101294		H¾c C©n	80	1
157	75	60243	100639		Lang bæng	80	1
155	75	60182	100407		H¾c C©n	80	1
156	75	60160	100523		¶nh C«n	80	1
155	75	60392	100577		H¾c C©n	80	1
157	75	60338	100844		Lang bæng	80	1
156	75	60041	100464		¶nh C«n	80	1
156	75	60222	100790		¶nh C«n	80	1
156	75	51295	102209		¶nh C«n	80	1
155	75	51499	102092		H¾c C©n	80	1
155	75	51707	101983		H¾c C©n	80	1
156	75	51655	102230		¶nh C«n	80	1
155	75	51973	101482		H¾c C©n	80	1
155	75	52222	101489		H¾c C©n	80	1
156	75	52094	101546		¶nh C«n	80	1
155	75	51794	102330		H¾c C©n	80	1
156	75	51948	102124		¶nh C«n	80	1
156	75	51979	102397		¶nh C«n	80	1
155	75	52416	101376		H¾c C©n	80	1
155	75	53220	101808		H¾c C©n	80	1
156	75	53290	101876		¶nh C«n	80	1
155	75	53373	101722		H¾c C©n	80	1
157	75	53532	101881		Lang bæng	80	1
155	75	54251	102136		H¾c C©n	80	1
156	75	54265	102356		¶nh C«n	80	1
156	75	54432	102016		¶nh C«n	80	1
155	75	54549	102238		H¾c C©n	80	1
157	75	54402	102193		Lang bæng	80	1
156	75	54531	101965		¶nh C«n	80	1
155	75	56182	101944		H¾c C©n	80	1
156	75	56778	101518		¶nh C«n	80	1
155	75	56646	101462		H¾c C©n	80	1
155	75	56829	101592		H¾c C©n	80	1
156	75	57119	101497		¶nh C«n	80	1
156	75	57264	101501		¶nh C«n	80	1
155	75	56964	101535		H¾c C©n	80	1
155	75	57313	101673		H¾c C©n	80	1
156	75	57472	101856		¶nh C«n	80	1
155	75	58101	102281		H¾c C©n	80	1
156	75	58283	102268		¶nh C«n	80	1
156	75	57980	102368		¶nh C«n	80	1
156	75	58848	102240		¶nh C«n	80	1
156	75	58752	101504		¶nh C«n	80	1
155	75	58407	102267		H¾c C©n	80	1
155	75	59227	101527		H¾c C©n	80	1
157	75	59115	101541		Lang bæng	80	1
155	75	59018	101618		H¾c C©n	80	1
156	75	59062	101812		¶nh C«n	80	1
155	75	58931	101870		H¾c C©n	80	1
155	75	50623	103138		H¾c C©n	80	1
155	75	50674	103388		H¾c C©n	80	1
157	75	50820	103073		Lang bæng	80	1
156	75	50739	103027		¶nh C«n	80	1
155	75	50989	102991		H¾c C©n	80	1
155	75	51563	102402		H¾c C©n	80	1
155	75	52032	102720		H¾c C©n	80	1
156	75	51914	102568		¶nh C«n	80	1
156	75	52542	103142		¶nh C«n	80	1
155	75	52878	103162		H¾c C©n	80	1
156	75	53005	103378		¶nh C«n	80	1
157	75	52883	103355		Lang bæng	80	1
155	75	53409	102880		H¾c C©n	80	1
156	75	55138	103039		¶nh C«n	80	1
156	75	55187	102715		¶nh C«n	80	1
156	75	55286	102957		¶nh C«n	80	1
155	75	55272	102496		H¾c C©n	80	1
156	75	55412	102464		¶nh C«n	80	1
156	75	55594	102733		¶nh C«n	80	1
155	75	55420	102644		H¾c C©n	80	1
155	75	56154	102762		H¾c C©n	80	1
156	75	56583	103161		¶nh C«n	80	1
155	75	58241	102794		H¾c C©n	80	1
155	75	58097	102569		H¾c C©n	80	1
156	75	58151	102713		¶nh C«n	80	1
157	75	58245	102553		Lang bæng	80	1
156	75	58400	102720		¶nh C«n	80	1
156	75	58505	102416		¶nh C«n	80	1
157	75	58370	102529		Lang bæng	80	1
155	75	50800	103468		H¾c C©n	80	1
155	75	52158	104321		H¾c C©n	80	1
156	75	52546	103913		¶nh C«n	80	1
155	75	52560	103472		H¾c C©n	80	1
