NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
0	91	50040	86527		 Hoµng Viªm Hæ 	40	1
1	91	50140	86216		Háa V©n Hæ 	40	1
1	91	50648	86660		Háa V©n Hæ 	40	1
1	91	50372	86521		Háa V©n Hæ 	40	1
0	91	50816	86816		 Hoµng Viªm Hæ 	40	1
3	91	50343	88044		Kim TiÒn B¸o	40	1
0	91	50377	87691		 Hoµng Viªm Hæ 	40	1
0	91	50517	87681		 Hoµng Viªm Hæ 	40	1
1	91	54010	87465		Háa V©n Hæ 	40	1
0	91	54053	87820		 Hoµng Viªm Hæ 	40	1
1	91	53773	87840		Háa V©n Hæ 	40	1
3	91	53899	87766		Kim TiÒn B¸o	40	1
3	91	54434	87808	\script\ÖÐÔ­ÄÏÇø\·üÅ£É½\¼¦¹Ú¶´ÃÔ¹¬\npc\wdenemy04_6\wdenemy04_6.lua	NhuËn N­¬ng Gia b¸o	40	0
0	91	49125	88612	\script\ÖÐÔ­ÄÏÇø\·üÅ£É½\¼¦¹Ú¶´ÃÔ¹¬\npc\wdenemy04_6\wdenemy04_6.lua	NhuËn N­¬ng Gia hæ 	40	0
1	91	49249	88914		Háa V©n Hæ 	40	1
3	91	49539	88417		Kim TiÒn B¸o	40	1
1	91	49608	88185		Háa V©n Hæ 	40	1
1	91	49774	88405		Háa V©n Hæ 	40	1
0	91	50509	89051		 Hoµng Viªm Hæ 	40	1
0	91	50658	88946		 Hoµng Viªm Hæ 	40	1
1	91	50253	88193		Háa V©n Hæ 	40	1
1	91	51541	88664		Háa V©n Hæ 	40	1
1	91	53987	88237		Háa V©n Hæ 	40	1
1	91	54280	88330		Háa V©n Hæ 	40	1
0	91	54883	88926		 Hoµng Viªm Hæ 	40	1
0	91	54869	88540		 Hoµng Viªm Hæ 	40	1
1	91	55289	88700		Háa V©n Hæ 	40	1
3	91	48776	89951		Kim TiÒn B¸o	40	1
0	91	48769	89308		 Hoµng Viªm Hæ 	40	1
0	91	49002	89614		 Hoµng Viªm Hæ 	40	1
1	91	48877	90101		Háa V©n Hæ 	40	1
1	91	48866	89664		Háa V©n Hæ 	40	1
0	91	48678	89764		 Hoµng Viªm Hæ 	40	1
1	91	50680	89170		Háa V©n Hæ 	40	1
1	91	51023	89310		Háa V©n Hæ 	40	1
3	91	50875	89198		Kim TiÒn B¸o	40	1
0	91	51272	89278		 Hoµng Viªm Hæ 	40	1
1	91	51491	89326		Háa V©n Hæ 	40	1
0	91	51459	89977		 Hoµng Viªm Hæ 	40	1
0	91	51772	89099		 Hoµng Viªm Hæ 	40	1
3	91	52715	90055		Kim TiÒn B¸o	40	1
1	91	52658	89764		Háa V©n Hæ 	40	1
1	91	52855	89892		Háa V©n Hæ 	40	1
3	91	53053	89947		Kim TiÒn B¸o	40	1
0	91	52787	89602		 Hoµng Viªm Hæ 	40	1
1	91	53206	89880		Háa V©n Hæ 	40	1
0	91	54912	89728		 Hoµng Viªm Hæ 	40	1
0	91	55120	89955		 Hoµng Viªm Hæ 	40	1
3	91	55171	89495		Kim TiÒn B¸o	40	1
1	91	55061	89270		Háa V©n Hæ 	40	1
1	91	55113	89745		Háa V©n Hæ 	40	1
1	91	55551	89426		Háa V©n Hæ 	40	1
0	91	56031	89210		 Hoµng Viªm Hæ 	40	1
1	91	48687	90120		Háa V©n Hæ 	40	1
0	91	49440	90560		 Hoµng Viªm Hæ 	40	1
1	91	49405	90978		Háa V©n Hæ 	40	1
1	91	49728	90308		Háa V©n Hæ 	40	1
0	91	50145	90608		 Hoµng Viªm Hæ 	40	1
0	91	50810	91036		 Hoµng Viªm Hæ 	40	1
1	91	51093	90558		Háa V©n Hæ 	40	1
1	91	51617	90307		Háa V©n Hæ 	40	1
1	91	51877	90280	\script\ÖÐÔ­ÄÏÇø\·üÅ£É½\¼¦¹Ú¶´ÃÔ¹¬\npc\wdenemy04_6\wdenemy04_6.lua	NhuËn N­¬ng Gia hæ 	40	0
1	91	52491	90848		Háa V©n Hæ 	40	1
0	91	52621	90173		 Hoµng Viªm Hæ 	40	1
1	91	52988	90132		Háa V©n Hæ 	40	1
1	91	53958	90399		Háa V©n Hæ 	40	1
0	91	53771	90536		 Hoµng Viªm Hæ 	40	1
0	91	54170	91070		 Hoµng Viªm Hæ 	40	1
3	91	54626	91008		Kim TiÒn B¸o	40	1
1	91	54419	90548		Háa V©n Hæ 	40	1
1	91	54778	90758		Háa V©n Hæ 	40	1
1	91	49061	91930		Háa V©n Hæ 	40	1
0	91	49560	91359		 Hoµng Viªm Hæ 	40	1
3	91	49324	91781		Kim TiÒn B¸o	40	1
1	91	49225	91178		Háa V©n Hæ 	40	1
1	91	49941	91194		Háa V©n Hæ 	40	1
0	91	50683	91541		 Hoµng Viªm Hæ 	40	1
1	91	50672	91225		Háa V©n Hæ 	40	1
3	91	50504	91146		Kim TiÒn B¸o	40	1
3	91	50812	91287		Kim TiÒn B¸o	40	1
1	91	54144	91680		Háa V©n Hæ 	40	1
3	91	53951	91642		Kim TiÒn B¸o	40	1
1	91	53777	91855		Háa V©n Hæ 	40	1
0	91	54913	91188		 Hoµng Viªm Hæ 	40	1
1	91	55279	91508		Háa V©n Hæ 	40	1
0	91	55548	91739		 Hoµng Viªm Hæ 	40	1
1	91	55984	91992		Háa V©n Hæ 	40	1
1	91	56733	92104		Háa V©n Hæ 	40	1
1	91	57230	92030		Háa V©n Hæ 	40	1
1	91	48344	92887		Háa V©n Hæ 	40	1
3	91	48610	92583		Kim TiÒn B¸o	40	1
0	91	48923	92592		 Hoµng Viªm Hæ 	40	1
1	91	49106	92382		Háa V©n Hæ 	40	1
