NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
598	321	31725	73680		S­¬ng §ao 	95	1
599	321	31853	73456		L·nh Cung	95	1
601	321	32046	73580		S¶n Vò 	95	1
599	321	33574	73535		L·nh Cung	95	1
601	321	33767	73659		S¶n Vò 	95	1
599	321	36083	73559		L·nh Cung	95	1
601	321	36276	73684		S¶n Vò 	95	1
599	321	40284	73443		L·nh Cung	95	1
598	321	40155	73667		S­¬ng §ao 	95	1
601	321	40477	73567		S¶n Vò 	95	1
599	321	44380	73308		L·nh Cung	95	1
598	321	44251	73533		S­¬ng §ao 	95	1
601	321	44573	73433		S¶n Vò 	95	1
599	321	46753	73559		L·nh Cung	95	1
601	321	46946	73684		S¶n Vò 	95	1
599	321	47651	73577		L·nh Cung	95	1
601	321	47844	73702		S¶n Vò 	95	1
598	321	32078	73922		S­¬ng §ao 	95	1
601	321	31792	73913		S¶n Vò 	95	1
599	321	31908	74000		L·nh Cung	95	1
598	321	32158	74717		S­¬ng §ao 	95	1
598	321	32683	74256		S­¬ng §ao 	95	1
601	321	32397	74248		S¶n Vò 	95	1
599	321	32513	74334		L·nh Cung	95	1
599	321	32458	73790		L·nh Cung	95	1
601	321	32651	73914		S¶n Vò 	95	1
598	321	32330	74015		S­¬ng §ao 	95	1
599	321	32286	74492		L·nh Cung	95	1
601	321	32479	74616		S¶n Vò 	95	1
600	321	33166	73809		Gi¸ng Chïy	95	1
600	321	32991	74403		Gi¸ng Chïy	95	1
598	321	32873	74146		S­¬ng §ao 	95	1
600	321	32884	73877		Gi¸ng Chïy	95	1
601	321	33182	74367		S¶n Vò 	95	1
599	321	33265	74146		L·nh Cung	95	1
601	321	33513	73992		S¶n Vò 	95	1
599	321	33629	74079		L·nh Cung	95	1
598	321	33446	73759		S­¬ng §ao 	95	1
598	321	33799	74001		S­¬ng §ao 	95	1
599	321	34606	74610		L·nh Cung	95	1
601	321	34799	74734		S¶n Vò 	95	1
598	321	34807	74214		S­¬ng §ao 	95	1
598	321	35161	74455		S­¬ng §ao 	95	1
601	321	34874	74447		S¶n Vò 	95	1
599	321	34991	74533		L·nh Cung	95	1
599	321	34936	73989		L·nh Cung	95	1
601	321	35129	74113		S¶n Vò 	95	1
599	321	36246	74695		L·nh Cung	95	1
598	321	36308	74026		S­¬ng §ao 	95	1
601	321	36021	74017		S¶n Vò 	95	1
599	321	36138	74104		L·nh Cung	95	1
