NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
8	90	58928	93119		S„i tuy’t	30	1
7	90	56335	94171		S„i xanh	30	1
8	90	59562	93686		S„i tuy’t	30	1
10	90	55725	95057		H·a HÂ 	30	1
7	90	55549	94873		S„i xanh	30	1
10	90	55451	94927		H·a HÂ 	30	1
8	90	56211	94775		S„i tuy’t	30	1
7	90	55821	94860		S„i xanh	30	1
8	90	55969	94931		S„i tuy’t	30	1
7	90	56824	94613		S„i xanh	30	1
8	90	56479	94559		S„i tuy’t	30	1
8	90	57082	94711		S„i tuy’t	30	1
10	90	57598	95224		H·a HÂ 	30	1
7	90	58480	95179		S„i xanh	30	1
7	90	59225	94724		S„i xanh	30	1
10	90	59476	94769		H·a HÂ 	30	1
7	90	59971	94576		S„i xanh	30	1
8	90	55375	95472		S„i tuy’t	30	1
7	90	55663	95534		S„i xanh	30	1
8	90	55523	95986		S„i tuy’t	30	1
8	90	55652	95254		S„i tuy’t	30	1
10	90	55538	95380		H·a HÂ 	30	1
8	90	57372	95594		S„i tuy’t	30	1
7	90	57822	95253		ßπi Thanh lang	30	1
8	90	57568	95908		S„i tuy’t	30	1
8	90	57444	95906		S„i tuy’t	30	1
8	90	58115	95632		S„i tuy’t	30	1
7	90	58171	96115		S„i xanh	30	1
8	90	58369	95659		S„i tuy’t	30	1
7	90	58572	95727		S„i xanh	30	1
10	90	60326	95717		H·a HÂ 	30	1
8	90	59979	95706		S„i tuy’t	30	1
8	90	60228	95350		S„i tuy’t	30	1
7	90	53470	97007		S„i xanh	30	1
8	90	53268	97026		S„i tuy’t	30	1
8	90	55622	96752		S„i tuy’t	30	1
7	90	55717	97005		S„i xanh	30	1
7	90	55996	96844		S„i xanh	30	1
8	90	57768	96432		S„i tuy’t	30	1
10	90	57896	97225		H·a HÂ 	30	1
7	90	58255	96755		S„i xanh	30	1
10	90	57985	96621		H·a HÂ 	30	1
7	90	60364	97258		S„i xanh	30	1
7	90	60258	96707		S„i xanh	30	1
7	90	60783	96926		S„i xanh	30	1
8	90	60864	97200		S„i tuy’t	30	1
10	90	60901	96959		H·a HÂ 	30	1
7	90	52799	97650		S„i xanh	30	1
7	90	53172	97414		S„i xanh	30	1
8	90	53668	97425		S„i tuy’t	30	1
10	90	53522	97319		H·a HÂ 	30	1
8	90	54030	97572		S„i tuy’t	30	1
7	90	53893	98235		S„i xanh	30	1
10	90	54423	98277		H·a HÂ 	30	1
7	90	55649	97999		ßπi Thanh lang	30	1
7	90	55702	97406		S„i xanh	30	1
10	90	55445	98275		H·a HÂ 	30	1
7	90	56098	97528		S„i xanh	30	1
10	90	55839	97737		H·a HÂ 	30	1
8	90	57847	97461		S„i tuy’t	30	1
7	90	58030	98142		S„i xanh	30	1
10	90	58136	97534		H·a HÂ 	30	1
8	90	57931	97727		S„i tuy’t	30	1
7	90	58050	97635		S„i xanh	30	1
7	90	58501	97612		S„i xanh	30	1
8	90	60527	97556		S„i tuy’t	30	1
8	90	60664	97893		S„i tuy’t	30	1
7	90	60707	97473		S„i xanh	30	1
7	90	61261	97942		S„i xanh	30	1
10	90	61338	97948		H·a HÂ 	30	1
8	90	54094	98469		S„i tuy’t	30	1
7	90	54032	98732		S„i xanh	30	1
10	90	54228	98657		H·a HÂ 	30	1
8	90	54564	99164		S„i tuy’t	30	1
7	90	54531	98625		S„i xanh	30	1
10	90	54679	99135		H·a HÂ 	30	1
7	90	54297	98341		S„i xanh	30	1
7	90	55009	98613		S„i xanh	30	1
8	90	55034	99045		S„i tuy’t	30	1
8	90	54876	99155		S„i tuy’t	30	1
7	90	55364	99171		S„i xanh	30	1
10	90	55435	98969		H·a HÂ 	30	1
8	90	55481	98819		S„i tuy’t	30	1
7	90	55812	98723		S„i xanh	30	1
8	90	55883	98460		S„i tuy’t	30	1
8	90	57644	99109		S„i tuy’t	30	1
10	90	57829	98550		H·a HÂ 	30	1
7	90	57846	98759		S„i xanh	30	1
8	90	57933	98477		S„i tuy’t	30	1
10	90	58340	99115		H·a HÂ 	30	1
10	90	57918	99249		H·a HÂ 	30	1
7	90	57890	98535		S„i xanh	30	1
8	90	58010	98747		S„i tuy’t	30	1
8	90	58452	98335		S„i tuy’t	30	1
8	90	58388	99035		S„i tuy’t	30	1
8	90	61416	98416		S„i tuy’t	30	1
7	90	61105	98770		S„i xanh	30	1
8	90	60976	98519		S„i tuy’t	30	1
8	90	61541	99071		ßπi Tuy’t lang	30	1
7	90	54108	99905		S„i xanh	30	1
10	90	54207	100279		H·a HÂ 	30	1
8	90	54470	99718		S„i tuy’t	30	1
8	90	54321	100238		S„i tuy’t	30	1
8	90	57245	100310		S„i tuy’t	30	1
7	90	58026	99830		S„i xanh	30	1
8	90	58144	99711		S„i tuy’t	30	1
7	90	58252	99379		S„i xanh	30	1
8	90	61242	99408		S„i tuy’t	30	1
8	90	61434	99746		S„i tuy’t	30	1
10	90	61370	99604		H·a HÂ 	30	1
7	90	61581	100031		S„i xanh	30	1
8	90	61865	100323		S„i tuy’t	30	1
8	90	61878	99797		S„i tuy’t	30	1
7	90	62068	100006		S„i xanh	30	1
10	90	62043	99739		H·a HÂ 	30	1
8	90	54060	100414		S„i tuy’t	30	1
8	90	54184	100568		S„i tuy’t	30	1
7	90	56236	101041		S„i xanh	30	1
7	90	57126	101085		S„i xanh	30	1
7	90	56834	100972		S„i xanh	30	1
10	90	56937	101366		H·a HÂ 	30	1
8	90	57267	101142		S„i tuy’t	30	1
7	90	57782	100450		S„i xanh	30	1
8	90	57542	100791		S„i tuy’t	30	1
8	90	61925	100629		S„i tuy’t	30	1
7	90	62152	101026		S„i xanh	30	1
7	90	49953	102272		S„i xanh	30	1
7	90	50556	101395		S„i xanh	30	1
8	90	50428	102259		S„i tuy’t	30	1
8	90	50382	101837		S„i tuy’t	30	1
10	90	50613	102272		H·a HÂ 	30	1
7	90	50709	102162		S„i xanh	30	1
8	90	53467	101835		S„i tuy’t	30	1
7	90	55413	102066		S„i xanh	30	1
8	90	55456	101687		S„i tuy’t	30	1
10	90	55586	101411		H·a HÂ 	30	1
8	90	55704	101866		ßπi Tuy’t lang	30	1
10	90	55808	101994		H·a HÂ 	30	1
7	90	56127	101733		S„i xanh	30	1
8	90	56029	101683		S„i tuy’t	30	1
8	90	55963	101490		S„i tuy’t	30	1
7	90	55883	101885		S„i xanh	30	1
8	90	56704	101568		S„i tuy’t	30	1
7	90	59601	102377		S„i xanh	30	1
7	90	59737	102396		S„i xanh	30	1
10	90	59664	102235		H·a HÂ 	30	1
8	90	60293	101748		S„i tuy’t	30	1
10	90	60258	101605		H·a HÂ 	30	1
7	90	60118	101857		ßπi Thanh lang	30	1
7	90	60811	102101		S„i xanh	30	1
7	90	62305	101390		S„i xanh	30	1
8	90	62483	101734		S„i tuy’t	30	1
7	90	62576	101464		S„i xanh	30	1
7	90	62698	102128		S„i xanh	30	1
10	90	63114	102032		H·a HÂ 	30	1
10	90	50114	102873		H·a HÂ 	30	1
8	90	49974	102847		S„i tuy’t	30	1
7	90	49879	103145		S„i xanh	30	1
7	90	49676	102871		S„i xanh	30	1
8	90	55012	103188		S„i tuy’t	30	1
7	90	55272	102617		S„i xanh	30	1
10	90	55466	102988		H·a HÂ 	30	1
8	90	55446	103213		S„i tuy’t	30	1
7	90	55659	102823		S„i xanh	30	1
7	90	55532	102916		S„i xanh	30	1
10	90	59279	102998		H·a HÂ 	30	1
7	90	59353	102631		S„i xanh	30	1
8	90	59340	103002		S„i tuy’t	30	1
8	90	59428	103284		S„i tuy’t	30	1
7	90	59789	103234		S„i xanh	30	1
8	90	59886	102845		S„i tuy’t	30	1
7	90	59764	102794		S„i xanh	30	1
10	90	60353	102424		H·a HÂ 	30	1
8	90	60116	102627		S„i tuy’t	30	1
8	90	60258	102455		S„i tuy’t	30	1
8	90	60891	103181		S„i tuy’t	30	1
7	90	60585	102469		S„i xanh	30	1
8	90	60736	102674		S„i tuy’t	30	1
10	90	61093	102540		H·a HÂ 	30	1
7	90	61158	102569		S„i xanh	30	1
8	90	61194	103384		S„i tuy’t	30	1
7	90	61464	103141		S„i xanh	30	1
8	90	63293	102780		S„i tuy’t	30	1
8	90	63020	102457		S„i tuy’t	30	1
8	90	63333	102455		S„i tuy’t	30	1
7	90	63145	102644		S„i xanh	30	1
7	90	63869	103385		S„i xanh	30	1
7	90	49579	103672		S„i xanh	30	1
7	90	49580	104003		S„i xanh	30	1
10	90	49636	104253		H·a HÂ 	30	1
7	90	49724	104208		S„i xanh	30	1
8	90	54674	104402		S„i tuy’t	30	1
7	90	54531	104284		S„i xanh	30	1
7	90	54795	103743		S„i xanh	30	1
7	90	54958	104000		S„i xanh	30	1
10	90	59368	103621		H·a HÂ 	30	1
8	90	59484	104150		S„i tuy’t	30	1
7	90	59769	104311		S„i xanh	30	1
7	90	59781	103719		S„i xanh	30	1
8	90	61343	103843		S„i tuy’t	30	1
10	90	61170	103768		H·a HÂ 	30	1
7	90	61766	103639		S„i xanh	30	1
8	90	61765	104066		S„i tuy’t	30	1
7	90	61645	104082		S„i xanh	30	1
7	90	61790	104349		S„i xanh	30	1
8	90	62034	104001		S„i tuy’t	30	1
10	90	62358	104119		H·a HÂ 	30	1
8	90	62238	104328		S„i tuy’t	30	1
7	90	62285	104023		S„i xanh	30	1
8	90	63731	103939		S„i tuy’t	30	1
7	90	63615	103706		S„i xanh	30	1
7	90	64110	103794		S„i xanh	30	1
7	90	64054	104287		S„i xanh	30	1
10	90	49793	104835		H·a HÂ 	30	1
7	90	50098	105217		S„i xanh	30	1
8	90	49955	105071		S„i tuy’t	30	1
8	90	50133	104485		S„i tuy’t	30	1
7	90	50299	105017		S„i xanh	30	1
7	90	50945	105423		S„i xanh	30	1
7	90	53472	105049		S„i xanh	30	1
10	90	53465	105154		H·a HÂ 	30	1
10	90	54208	104912		H·a HÂ 	30	1
10	90	53843	104984		H·a HÂ 	30	1
7	90	53796	105333		S„i xanh	30	1
8	90	54071	104914		S„i tuy’t	30	1
8	90	54391	104584		S„i tuy’t	30	1
7	90	57058	105365		S„i xanh	30	1
8	90	57690	105344		S„i tuy’t	30	1
7	90	57481	104960		S„i xanh	30	1
10	90	57782	105024		ßπi H·a HÂ 	30	1
7	90	57892	104805		S„i xanh	30	1
8	90	58128	104931		S„i tuy’t	30	1
10	90	58185	105386		H·a HÂ 	30	1
7	90	58177	105283		S„i xanh	30	1
7	90	57916	105167		S„i xanh	30	1
8	90	59590	105178		S„i tuy’t	30	1
7	90	59533	104935		S„i xanh	30	1
7	90	59928	104976		S„i xanh	30	1
7	90	62528	104938		S„i xanh	30	1
10	90	62733	105257		H·a HÂ 	30	1
7	90	62692	105358		S„i xanh	30	1
7	90	63641	105370		S„i xanh	30	1
7	90	64472	104473		ßπi Thanh lang	30	1
7	90	64410	105177		S„i xanh	30	1
10	90	64264	105088		H·a HÂ 	30	1
8	90	64119	104968		S„i tuy’t	30	1
8	90	64258	105331		S„i tuy’t	30	1
7	90	64704	105384		S„i xanh	30	1
10	90	50502	105711		H·a HÂ 	30	1
8	90	50677	105659		S„i tuy’t	30	1
7	90	50816	105880		S„i xanh	30	1
8	90	51093	106491		S„i tuy’t	30	1
10	90	51509	106238		H·a HÂ 	30	1
7	90	52081	106271		S„i xanh	30	1
10	90	51873	106290		ßπi H·a HÂ 	30	1
10	90	52638	106185		H·a HÂ 	30	1
8	90	52559	106372		S„i tuy’t	30	1
7	90	53130	105720		S„i xanh	30	1
8	90	53057	105970		S„i tuy’t	30	1
10	90	53230	105854		H·a HÂ 	30	1
10	90	53401	106273		H·a HÂ 	30	1
8	90	53672	105501		S„i tuy’t	30	1
10	90	56359	106423		H·a HÂ 	30	1
8	90	56492	106471		S„i tuy’t	30	1
10	90	56705	105565		H·a HÂ 	30	1
8	90	57155	105757		S„i tuy’t	30	1
8	90	56987	106041		S„i tuy’t	30	1
8	90	57623	105490		S„i tuy’t	30	1
8	90	57356	105620		S„i tuy’t	30	1
8	90	57783	105513		S„i tuy’t	30	1
7	90	58121	105571		S„i xanh	30	1
8	90	58028	105479		S„i tuy’t	30	1
10	90	59860	105915		H·a HÂ 	30	1
7	90	59708	105767		S„i xanh	30	1
10	90	60225	105531		H·a HÂ 	30	1
7	90	59943	106474		S„i xanh	30	1
8	90	60043	106225		S„i tuy’t	30	1
8	90	60146	105571		S„i tuy’t	30	1
7	90	60275	105665		S„i xanh	30	1
8	90	60508	106028		S„i tuy’t	30	1
8	90	62345	105472		S„i tuy’t	30	1
