NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
34	176	34208	75424		Linh Mi™u 	10	1
11	176	34336	75104		Heo rıng	10	1
11	176	34784	75264		Heo rıng	10	1
11	176	35200	74752		Heo rıng	10	1
11	176	35808	74848		Heo rıng	10	1
12	176	35584	75264		Nh›m	10	1
12	176	36064	75584		Nh›m	10	1
12	176	36128	75360		Nh›m	10	1
12	176	43264	75488		Nh›m	10	1
11	176	43744	75648		Heo rıng	10	1
12	176	44544	75680		Nh›m	10	1
11	176	44800	75360		Heo rıng	10	1
11	176	45376	75264		Heo rıng	10	1
11	176	31840	76736		Heo rıng	10	1
34	176	32032	76544		Linh Mi™u 	10	1
12	176	32320	76416		Nh›m	10	1
12	176	32960	76768		Nh›m	10	1
12	176	32896	76288		Nh›m	10	1
12	176	33120	76352		Nh›m	10	1
12	176	33568	76224		Nh›m	10	1
11	176	34144	76064		Heo rıng	10	1
12	176	34624	76000		Nh›m	10	1
11	176	34464	75904		Heo rıng	10	1
12	176	35200	76480		Nh›m	10	1
12	176	35456	76256		Nh›m	10	1
11	176	35360	75840		Heo rıng	10	1
34	176	36704	76512		Linh Mi™u 	10	1
11	176	38752	76768		Heo rıng	10	1
34	176	39360	76576		Linh Mi™u 	10	1
11	176	38912	76608		Heo rıng	10	1
34	176	39648	76288		Linh Mi™u 	10	1
34	176	39648	76736		Linh Mi™u 	10	1
11	176	40192	75968		Heo rıng	10	1
11	176	40448	76032		Heo rıng	10	1
11	176	40544	76256		Heo rıng	10	1
11	176	40768	76480		Heo rıng	10	1
11	176	42208	76224		Heo rıng	10	1
34	176	42912	75872		Linh Mi™u 	10	1
12	176	43232	76160		Nh›m	10	1
11	176	43424	76192		Heo rıng	10	1
11	176	43392	75872		Heo rıng	10	1
12	176	43680	75808		Nh›m	10	1
12	176	44096	76160		Nh›m	10	1
12	176	44096	76704		Nh›m	10	1
12	176	44352	76160		Nh›m	10	1
11	176	44448	75776		Heo rıng	10	1
34	176	44768	76192		Linh Mi™u 	10	1
11	176	44960	75904		Heo rıng	10	1
12	176	45152	76096		Nh›m	10	1
12	176	31680	76800		Nh›m	10	1
11	176	32544	77152		Heo rıng	10	1
34	176	33024	77568		Linh Mi™u 	10	1
12	176	34464	77248		Nh›m	10	1
34	176	34560	77728		Linh Mi™u 	10	1
12	176	34592	77504		Nh›m	10	1
34	176	35392	76864		Linh Mi™u 	10	1
12	176	35648	77152		Nh›m	10	1
11	176	35872	76960		Heo rıng	10	1
34	176	36480	77280		Linh Mi™u 	10	1
12	176	37696	77632		Nh›m	10	1
34	176	37504	77536		Linh Mi™u 	10	1
12	176	38944	77152		Nh›m	10	1
11	176	39392	77600		Heo rıng	10	1
11	176	39200	77792		Heo rıng	10	1
11	176	39744	77312		Heo rıng	10	1
34	176	40192	77088		Linh Mi™u 	10	1
12	176	40352	77600		Nh›m	10	1
12	176	40928	77728		Nh›m	10	1
12	176	40896	77472		Nh›m	10	1
12	176	40448	77312		Nh›m	10	1
12	176	40480	77760		Nh›m	10	1
12	176	41472	77088		Nh›m	10	1
12	176	42208	76960		Nh›m	10	1
11	176	43136	76800		Heo rıng	10	1
11	176	43264	77536		Heo rıng	10	1
12	176	44000	77600		Nh›m	10	1
12	176	44672	77504		Nh›m	10	1
12	176	44704	77120		Nh›m	10	1
34	176	44832	76992		Linh Mi™u 	10	1
11	176	44896	77536		Heo rıng	10	1
12	176	45024	77312		Nh›m	10	1
11	176	44992	76864		Heo rıng	10	1
12	176	44736	77280		Nh›m	10	1
11	176	45696	77632		Heo rıng	10	1
11	176	46464	77792		Heo rıng	10	1
34	176	33248	78144		Linh Mi™u 	10	1
11	176	34176	77856		Heo rıng	10	1
12	176	35328	77888		Nh›m	10	1
12	176	36320	78400		Nh›m	10	1
11	176	35872	78400		Heo rıng	10	1
34	176	36096	78368		Linh Mi™u 	10	1
12	176	36416	78624		Nh›m	10	1
12	176	36576	77824		Nh›m	10	1
34	176	37536	78432		Linh Mi™u 	10	1
34	176	38848	78560		Linh Mi™u 	10	1
11	176	40736	77984		Heo rıng	10	1
11	176	40480	78176		Heo rıng	10	1
11	176	40960	78752		Heo rıng	10	1
12	176	43008	78336		Nh›m	10	1
12	176	43104	77824		Nh›m	10	1
34	176	43008	78752		Linh Mi™u 	10	1
12	176	43936	78656		Nh›m	10	1
11	176	44352	78080		Heo rıng	10	1
12	176	44512	77856		Nh›m	10	1
12	176	44896	78496		Nh›m	10	1
11	176	44832	77824		Heo rıng	10	1
11	176	45024	78144		Heo rıng	10	1
12	176	45248	78336		Nh›m	10	1
34	176	45376	78240		Linh Mi™u 	10	1
12	176	45760	78016		Nh›m	10	1
12	176	45632	78144		Nh›m	10	1
12	176	45696	78688		Nh›m	10	1
34	176	46304	78208		Linh Mi™u 	10	1
11	176	33952	79584		Heo rıng	10	1
12	176	35264	79840		Nh›m	10	1
11	176	35712	79072		Heo rıng	10	1
11	176	35552	79776		Heo rıng	10	1
11	176	36256	79360		Heo rıng	10	1
11	176	36128	79168		Heo rıng	10	1
12	176	35872	79008		Nh›m	10	1
11	176	37408	78880		Heo rıng	10	1
11	176	38016	79296		Heo rıng	10	1
12	176	38880	79776		Nh›m	10	1
12	176	39520	78912		Nh›m	10	1
12	176	40352	79168		Nh›m	10	1
11	176	39936	79328		Heo rıng	10	1
11	176	41216	79360		Heo rıng	10	1
34	176	41504	79328		Linh Mi™u 	10	1
34	176	41792	79424		Linh Mi™u 	10	1
12	176	42304	79584		Nh›m	10	1
11	176	42048	79552		Heo rıng	10	1
11	176	43232	79008		Heo rıng	10	1
34	176	43328	78912		Linh Mi™u 	10	1
34	176	43648	79424		Linh Mi™u 	10	1
34	176	44992	79808		Linh Mi™u 	10	1
12	176	45056	79584		Nh›m	10	1
34	176	45248	79488		Linh Mi™u 	10	1
11	176	45984	78880		Heo rıng	10	1
12	176	33216	80032		Nh›m	10	1
11	176	33504	80288		Heo rıng	10	1
12	176	33632	80640		Nh›m	10	1
12	176	33344	79872		Nh›m	10	1
11	176	34144	80672		Heo rıng	10	1
12	176	33856	80736		Nh›m	10	1
12	176	35104	80384		Nh›m	10	1
12	176	35360	79968		Nh›m	10	1
34	176	35392	80800		Linh Mi™u 	10	1
11	176	37152	80544		Heo rıng	10	1
34	176	37856	80224		Linh Mi™u 	10	1
34	176	37856	80800		Linh Mi™u 	10	1
12	176	37728	79904		Nh›m	10	1
12	176	37568	80032		Nh›m	10	1
11	176	37632	80704		Heo rıng	10	1
11	176	38784	79936		Heo rıng	10	1
11	176	38624	80832		Heo rıng	10	1
12	176	39008	80224		Nh›m	10	1
11	176	39264	80544		Heo rıng	10	1
12	176	38976	80768		Nh›m	10	1
11	176	39200	80064		Heo rıng	10	1
11	176	41056	80704		Heo rıng	10	1
34	176	41792	79872		Linh Mi™u 	10	1
12	176	42112	79936		Nh›m	10	1
11	176	42848	80192		Heo rıng	10	1
11	176	44288	80768		Heo rıng	10	1
12	176	44512	80672		Nh›m	10	1
11	176	44224	80128		Heo rıng	10	1
11	176	44864	80160		Heo rıng	10	1
11	176	45696	80768		Heo rıng	10	1
12	176	46144	80288		Nh›m	10	1
12	176	46208	80512		Nh›m	10	1
12	176	46656	80800		Nh›m	10	1
11	176	34240	80896		Heo rıng	10	1
11	176	34656	81216		Heo rıng	10	1
11	176	34560	81312		Heo rıng	10	1
12	176	34880	81024		Nh›m	10	1
12	176	35872	80992		Nh›m	10	1
11	176	37184	81536		Heo rıng	10	1
11	176	36960	81248		Heo rıng	10	1
12	176	37024	81696		Nh›m	10	1
12	176	37312	81728		Nh›m	10	1
12	176	37696	81152		Nh›m	10	1
34	176	37440	81408		Linh Mi™u 	10	1
12	176	38176	81824		Nh›m	10	1
34	176	38656	81376		Linh Mi™u 	10	1
12	176	38432	80992		Nh›m	10	1
11	176	39488	81888		Heo rıng	10	1
34	176	40864	81696		Linh Mi™u 	10	1
11	176	41216	80928		Heo rıng	10	1
12	176	42656	81024		Nh›m	10	1
11	176	42624	81824		Heo rıng	10	1
11	176	42784	81888		Heo rıng	10	1
12	176	44448	80960		Nh›m	10	1
11	176	44800	81152		Heo rıng	10	1
11	176	44960	81248		Heo rıng	10	1
34	176	46688	81568		Linh Mi™u 	10	1
34	176	47968	81376		Linh Mi™u 	10	1
12	176	48096	81536		Nh›m	10	1
11	176	53248	81856		Heo rıng	10	1
11	176	37120	82176		Heo rıng	10	1
34	176	37376	82432		Linh Mi™u 	10	1
34	176	37792	82208		Linh Mi™u 	10	1
12	176	37536	82368		Nh›m	10	1
34	176	38048	82912		Linh Mi™u 	10	1
34	176	39040	82752		Linh Mi™u 	10	1
34	176	39328	82464		Linh Mi™u 	10	1
12	176	39648	82848		Nh›m	10	1
11	176	39712	82400		Heo rıng	10	1
12	176	39456	82816		Nh›m	10	1
11	176	40000	82656		Heo rıng	10	1
11	176	39936	82304		Heo rıng	10	1
12	176	40512	82592		Nh›m	10	1
12	176	41120	82016		Nh›m	10	1
12	176	42944	82048		Nh›m	10	1
11	176	42912	82496		Heo rıng	10	1
34	176	46560	82720		Linh Mi™u 	10	1
11	176	46464	82592		Heo rıng	10	1
12	176	46656	82304		Nh›m	10	1
34	176	46688	82848		Linh Mi™u 	10	1
12	176	46688	82048		Nh›m	10	1
12	176	47200	82912		Nh›m	10	1
11	176	47904	82624		Heo rıng	10	1
11	176	48032	82688		Heo rıng	10	1
11	176	48224	82176		Heo rıng	10	1
11	176	48352	82304		Heo rıng	10	1
12	176	48928	82624		Nh›m	10	1
12	176	49088	82560		Nh›m	10	1
12	176	48896	82880		Nh›m	10	1
12	176	49216	82752		Nh›m	10	1
11	176	49184	82272		Heo rıng	10	1
11	176	53568	82368		Heo rıng	10	1
12	176	53504	82080		Nh›m	10	1
12	176	54080	82688		Nh›m	10	1
34	176	53888	82656		Linh Mi™u 	10	1
34	176	53920	82304		Linh Mi™u 	10	1
12	176	34944	83936		Nh›m	10	1
34	176	35360	83936		Linh Mi™u 	10	1
11	176	36576	83872		Heo rıng	10	1
12	176	37728	83776		Nh›m	10	1
12	176	37952	83936		Nh›m	10	1
11	176	38208	82976		Heo rıng	10	1
11	176	38176	83136		Heo rıng	10	1
11	176	37984	83296		Heo rıng	10	1
34	176	38464	83136		Linh Mi™u 	10	1
11	176	39200	83840		Heo rıng	10	1
11	176	39840	83456		Heo rıng	10	1
12	176	39488	83680		Nh›m	10	1
11	176	41216	83808		Heo rıng	10	1
11	176	41024	83776		Heo rıng	10	1
