NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
159	202	49088	84960		Phi Liªm 	80	1
159	202	49792	84928		Phi Liªm 	80	1
149	202	46912	85760		Tr­êng th­¬ng	80	1
149	202	47392	85152		Tr­êng th­¬ng	80	1
169	202	47776	85152		KÕ chñy	80	1
159	202	48032	85184		Phi Liªm 	80	1
149	202	48192	85248		Tr­êng th­¬ng	80	1
169	202	48128	85632		KÕ chñy	80	1
149	202	48768	85376		Tr­êng th­¬ng	80	1
169	202	48992	85440		KÕ chñy	80	1
159	202	49600	85024		Phi Liªm 	80	1
159	202	49344	85280		Phi Liªm 	80	1
169	202	49760	85120		KÕ chñy	80	1
169	202	49984	85216		KÕ chñy	80	1
159	202	50048	84992		Phi Liªm 	80	1
169	202	50464	85088		KÕ chñy	80	1
159	202	50272	84992		Phi Liªm 	80	1
149	202	46976	86336		Tr­êng th­¬ng	80	1
159	202	47552	86528		Phi Liªm 	80	1
169	202	47488	86720		KÕ chñy	80	1
169	202	47296	86464		KÕ chñy	80	1
169	202	47328	86688		KÕ chñy	80	1
159	202	47264	86272		Phi Liªm 	80	1
169	202	47104	86240		KÕ chñy	80	1
159	202	50400	86976		Phi Liªm 	80	1
169	202	50464	86848		KÕ chñy	80	1
169	202	50368	86016		KÕ chñy	80	1
169	202	50400	86400		KÕ chñy	80	1
149	202	50336	86240		Tr­êng th­¬ng	80	1
169	202	50976	86912		KÕ chñy	80	1
159	202	50784	86816		Phi Liªm 	80	1
169	202	48000	87968		KÕ chñy	80	1
159	202	47776	87840		Phi Liªm 	80	1
169	202	47616	87040		KÕ chñy	80	1
159	202	50624	87648		Phi Liªm 	80	1
169	202	50528	87744		KÕ chñy	80	1
159	202	50592	87360		Phi Liªm 	80	1
159	202	51232	87200		Phi Liªm 	80	1
159	202	51648	87168		Phi Liªm 	80	1
159	202	51968	87360		Phi Liªm 	80	1
169	202	51808	87840		KÕ chñy	80	1
169	202	51776	87616		KÕ chñy	80	1
159	202	53728	87552		Phi Liªm 	80	1
159	202	53952	87904		Phi Liªm 	80	1
169	202	54112	87424		KÕ chñy	80	1
169	202	54048	87680		KÕ chñy	80	1
159	202	54272	87488		Phi Liªm 	80	1
169	202	54496	87808		KÕ chñy	80	1
169	202	48032	88416		KÕ chñy	80	1
159	202	47840	88352		Phi Liªm 	80	1
169	202	48512	88480		KÕ chñy	80	1
149	202	48288	88224		Tr­êng th­¬ng	80	1
159	202	48256	88480		Phi Liªm 	80	1
169	202	48736	88256		KÕ chñy	80	1
169	202	48960	88160		KÕ chñy	80	1
169	202	49472	88192		KÕ chñy	80	1
159	202	49216	88960		Phi Liªm 	80	1
149	202	49600	88384		Tr­êng th­¬ng	80	1
169	202	49728	88160		KÕ chñy	80	1
159	202	49824	88576		Phi Liªm 	80	1
169	202	50656	88928		KÕ chñy	80	1
169	202	50368	88608		KÕ chñy	80	1
149	202	50208	88896		Tr­êng th­¬ng	80	1
159	202	50880	88992		Phi Liªm 	80	1
159	202	51680	88608		Phi Liªm 	80	1
159	202	51776	88800		Phi Liªm 	80	1
169	202	54144	88064		KÕ chñy	80	1
159	202	54240	88416		Phi Liªm 	80	1
159	202	53920	88096		Phi Liªm 	80	1
159	202	54432	88128		Phi Liªm 	80	1
169	202	54624	88672		KÕ chñy	80	1
159	202	54688	88416		Phi Liªm 	80	1
169	202	54784	88896		KÕ chñy	80	1
169	202	55232	89056		KÕ chñy	80	1
159	202	54848	88480		Phi Liªm 	80	1
169	202	55328	88832		KÕ chñy	80	1
169	202	55392	88576		KÕ chñy	80	1
