NpcID	MapID	PosX	PosY	ScriptFile	NpcName	Level	IsLoad
167	4	50912	90752		Th∂o Kh u Gi∏p	30	1
168	4	50816	91010		Th∂o Kh u  t	30	1
168	4	51197	90732		Th∂o Kh u  t	30	1
167	4	51968	90368		Th∂o Kh u Gi∏p	30	1
168	4	51946	90670		Th∂o Kh u  t	30	1
168	4	52127	90343		Th∂o Kh u  t	30	1
168	4	52640	90496		Th∂o Kh u  t	30	1
168	4	52576	90688		Th∂o Kh u  t	30	1
167	4	52800	90688		Th∂o Kh u Gi∏p	30	1
168	4	50863	91417		Th∂o Kh u  t	30	1
168	4	51225	91216		Th∂o Kh u  t	30	1
167	4	52928	91264		Th∂o Kh u Gi∏p	30	1
168	4	53693	91354		Th∂o Kh u  t	30	1
167	4	53792	91584		Th∂o Kh u Gi∏p	30	1
168	4	54079	91284		Th∂o Kh u  t	30	1
168	4	47306	93000		Th∂o Kh u  t	30	1
168	4	47840	92768		Th∂o Kh u  t	30	1
167	4	47968	92832		Th∂o Kh u Gi∏p	30	1
168	4	48027	92421		Th∂o Kh u  t	30	1
168	4	48288	92576		Th∂o Kh u  t	30	1
168	4	48857	93133		Th∂o Kh u  t	30	1
168	4	49135	92510		Th∂o Kh u  t	30	1
167	4	49376	92704		Th∂o Kh u Gi∏p	30	1
168	4	49376	92298		Th∂o Kh u  t	30	1
168	4	49728	92256		Th∂o Kh u  t	30	1
167	4	54368	92352		Th∂o Kh u Gi∏p	30	1
167	4	54848	92320		Th∂o Kh u Gi∏p	30	1
167	4	55619	93083		Th∂o Kh u Gi∏p	30	1
168	4	46592	93504		Th∂o Kh u  t	30	1
167	4	46784	93856		Th∂o Kh u Gi∏p	30	1
168	4	46720	93184		Th∂o Kh u  t	30	1
168	4	46661	94052		Th∂o Kh u  t	30	1
168	4	50560	93632		Th∂o Kh u  t	30	1
168	4	51036	94172		Th∂o Kh u  t	30	1
168	4	50745	94015		Th∂o Kh u  t	30	1
167	4	50777	93614		Th∂o Kh u Gi∏p	30	1
168	4	51776	93568		Th∂o Kh u  t	30	1
168	4	52161	94131		Th∂o Kh u  t	30	1
168	4	53888	93888		Th∂o Kh u  t	30	1
168	4	54700	93897		Th∂o Kh u  t	30	1
167	4	55040	93216		Th∂o Kh u Gi∏p	30	1
168	4	55534	93439		Th∂o Kh u  t	30	1
168	4	55784	93761		Th∂o Kh u  t	30	1
140	4	55804	93380		Ng≠Íi trÈm kinh	30	1
167	4	55998	93490		Th∂o Kh u Gi∏p	30	1
168	4	45471	94959		Th∂o Kh u  t	30	1
168	4	46023	95124		Th∂o Kh u  t	30	1
167	4	45831	94825		Th∂o Kh u Gi∏p	30	1
168	4	45623	95077		Th∂o Kh u  t	30	1
168	4	46124	94579		Th∂o Kh u  t	30	1
168	4	49536	94368		Th∂o Kh u  t	30	1
167	4	50176	95040		Th∂o Kh u Gi∏p	30	1
168	4	52384	95104		Th∂o Kh u  t	30	1
168	4	52802	95203		Th∂o Kh u  t	30	1
168	4	53163	95050		Th∂o Kh u  t	30	1
168	4	53696	94880		Th∂o Kh u  t	30	1
