MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
225	142	9	9	\script\maps\libtrap.lua	1
225	142	10	9	\script\maps\libtrap.lua	1
225	142	8	10	\script\maps\libtrap.lua	1
225	142	9	10	\script\maps\libtrap.lua	1
225	142	8	11	\script\maps\libtrap.lua	1
225	142	7	12	\script\maps\libtrap.lua	1
225	142	8	12	\script\maps\libtrap.lua	1
225	142	6	13	\script\maps\libtrap.lua	1
225	142	7	13	\script\maps\libtrap.lua	1
225	142	5	14	\script\maps\libtrap.lua	1
225	142	6	14	\script\maps\libtrap.lua	1
225	142	4	15	\script\maps\libtrap.lua	1
225	142	5	15	\script\maps\libtrap.lua	1
225	142	4	16	\script\maps\libtrap.lua	1
225	226	7	5	\script\maps\libtrap.lua	1
225	226	7	6	\script\maps\libtrap.lua	1
225	226	7	7	\script\maps\libtrap.lua	1
225	226	8	7	\script\maps\libtrap.lua	1
225	226	8	8	\script\maps\libtrap.lua	1
225	226	9	8	\script\maps\libtrap.lua	1
225	226	9	9	\script\maps\libtrap.lua	1
225	226	10	9	\script\maps\libtrap.lua	1
225	226	10	10	\script\maps\libtrap.lua	1
225	226	11	10	\script\maps\libtrap.lua	1
225	226	11	11	\script\maps\libtrap.lua	1
225	226	11	12	\script\maps\libtrap.lua	1
