MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
91	7	15	30	\script\maps\libtrap.lua	1
91	7	13	31	\script\maps\libtrap.lua	1
91	7	14	31	\script\maps\libtrap.lua	1
91	7	15	31	\script\maps\libtrap.lua	1
91	31	12	0	\script\maps\libtrap.lua	1
91	31	13	0	\script\maps\libtrap.lua	1
91	31	14	0	\script\maps\libtrap.lua	1
91	31	15	0	\script\maps\libtrap.lua	1
91	31	12	1	\script\maps\libtrap.lua	1
91	31	13	1	\script\maps\libtrap.lua	1
91	31	14	1	\script\maps\libtrap.lua	1
91	31	15	1	\script\maps\libtrap.lua	1
91	31	12	2	\script\maps\libtrap.lua	1
91	31	13	2	\script\maps\libtrap.lua	1
91	31	14	2	\script\maps\libtrap.lua	1
91	31	12	3	\script\maps\libtrap.lua	1
91	31	13	3	\script\maps\libtrap.lua	1
91	83	6	6	\script\maps\libtrap.lua	1
91	83	5	7	\script\maps\libtrap.lua	1
91	83	6	7	\script\maps\libtrap.lua	1
91	83	4	8	\script\maps\libtrap.lua	1
91	83	5	8	\script\maps\libtrap.lua	1
91	83	6	8	\script\maps\libtrap.lua	1
91	83	3	9	\script\maps\libtrap.lua	1
91	83	4	9	\script\maps\libtrap.lua	1
91	83	5	9	\script\maps\libtrap.lua	1
91	83	6	9	\script\maps\libtrap.lua	1
91	83	7	9	\script\maps\libtrap.lua	1
91	83	3	10	\script\maps\libtrap.lua	1
91	83	4	10	\script\maps\libtrap.lua	1
91	83	5	10	\script\maps\libtrap.lua	1
91	83	6	10	\script\maps\libtrap.lua	1
91	83	7	10	\script\maps\libtrap.lua	1
91	83	3	11	\script\maps\libtrap.lua	1
91	83	4	11	\script\maps\libtrap.lua	1
91	83	5	11	\script\maps\libtrap.lua	1
91	83	6	11	\script\maps\libtrap.lua	1
91	83	7	11	\script\maps\libtrap.lua	1
91	165	14	0	\script\maps\libtrap.lua	1
91	165	14	1	\script\maps\libtrap.lua	1
91	165	15	1	\script\maps\libtrap.lua	1
91	165	13	2	\script\maps\libtrap.lua	1
91	165	14	2	\script\maps\libtrap.lua	1
91	165	15	2	\script\maps\libtrap.lua	1
91	165	13	3	\script\maps\libtrap.lua	1
91	165	14	3	\script\maps\libtrap.lua	1
91	165	15	3	\script\maps\libtrap.lua	1
91	165	13	4	\script\maps\libtrap.lua	1
91	165	14	4	\script\maps\libtrap.lua	1
91	165	15	4	\script\maps\libtrap.lua	1
91	165	14	5	\script\maps\libtrap.lua	1
91	165	15	5	\script\maps\libtrap.lua	1
