MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
21	3508	2	4	\script\maps\trap\21\1.lua	1
21	3424	7	30	\script\maps\trap\21\1.lua	1
21	3424	6	30	\script\maps\trap\21\1.lua	1
21	3508	0	10	\script\maps\trap\21\1.lua	1
21	3508	3	6	\script\maps\trap\21\1.lua	1
21	3424	5	31	\script\maps\trap\21\1.lua	1
21	3508	1	9	\script\maps\trap\21\1.lua	1
21	3424	8	27	\script\maps\trap\21\1.lua	1
21	3424	7	28	\script\maps\trap\21\1.lua	1
21	3424	5	31	\script\maps\trap\21\1.lua	1
21	3508	2	7	\script\maps\trap\21\1.lua	1
21	3508	4	2	\script\maps\trap\21\1.lua	1
21	3508	3	6	\script\maps\trap\21\1.lua	1
21	3508	3	5	\script\maps\trap\21\1.lua	1
21	3508	4	2	\script\maps\trap\21\1.lua	1
21	1841	14	14	\script\maps\trap\21\2.lua	1
21	1841	14	6	\script\maps\trap\21\2.lua	1
21	1841	14	10	\script\maps\trap\21\2.lua	1
21	1841	14	12	\script\maps\trap\21\2.lua	1
21	1841	14	21	\script\maps\trap\21\2.lua	1
21	1841	14	18	\script\maps\trap\21\2.lua	1
21	3424	10	24	\script\maps\trap\21\1.lua	1
21	3424	9	24	\script\maps\trap\21\1.lua	1
21	3424	11	22	\script\maps\trap\21\1.lua	1
21	3424	12	19	\script\maps\trap\21\1.lua	1
21	3424	9	26	\script\maps\trap\21\1.lua	1
21	3424	7	29	\script\maps\trap\21\1.lua	1
