MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
3	106	14	20	\script\maps\libtrap.lua	1
3	106	14	21	\script\maps\libtrap.lua	1
3	106	15	21	\script\maps\libtrap.lua	1
3	106	14	22	\script\maps\libtrap.lua	1
3	106	15	22	\script\maps\libtrap.lua	1
3	106	14	23	\script\maps\libtrap.lua	1
3	106	15	23	\script\maps\libtrap.lua	1
3	106	14	24	\script\maps\libtrap.lua	1
3	106	15	24	\script\maps\libtrap.lua	1
3	106	14	25	\script\maps\libtrap.lua	1
3	106	15	25	\script\maps\libtrap.lua	1
3	106	14	26	\script\maps\libtrap.lua	1
3	106	15	26	\script\maps\libtrap.lua	1
3	106	14	27	\script\maps\libtrap.lua	1
3	106	15	27	\script\maps\libtrap.lua	1
3	106	14	28	\script\maps\libtrap.lua	1
3	106	15	28	\script\maps\libtrap.lua	1
3	106	14	29	\script\maps\libtrap.lua	1
3	106	15	29	\script\maps\libtrap.lua	1
3	106	14	30	\script\maps\libtrap.lua	1
3	106	15	30	\script\maps\libtrap.lua	1
3	106	14	31	\script\maps\libtrap.lua	1
3	106	15	31	\script\maps\libtrap.lua	1
3	133	14	0	\script\maps\libtrap.lua	1
3	133	15	0	\script\maps\libtrap.lua	1
3	133	14	1	\script\maps\libtrap.lua	1
3	133	15	1	\script\maps\libtrap.lua	1
3	133	14	2	\script\maps\libtrap.lua	1
3	133	15	2	\script\maps\libtrap.lua	1
3	133	14	3	\script\maps\libtrap.lua	1
3	133	15	3	\script\maps\libtrap.lua	1
3	133	14	4	\script\maps\libtrap.lua	1
3	133	15	4	\script\maps\libtrap.lua	1
3	133	14	5	\script\maps\libtrap.lua	1
3	133	15	5	\script\maps\libtrap.lua	1
3	133	14	6	\script\maps\libtrap.lua	1
3	133	15	6	\script\maps\libtrap.lua	1
3	133	14	7	\script\maps\libtrap.lua	1
3	133	15	7	\script\maps\libtrap.lua	1
3	133	14	8	\script\maps\libtrap.lua	1
3	133	15	8	\script\maps\libtrap.lua	1
3	133	14	9	\script\maps\libtrap.lua	1
3	133	15	9	\script\maps\libtrap.lua	1
3	133	14	10	\script\maps\libtrap.lua	1
3	133	15	10	\script\maps\libtrap.lua	1
3	133	14	11	\script\maps\libtrap.lua	1
3	133	15	11	\script\maps\libtrap.lua	1
3	133	14	12	\script\maps\libtrap.lua	1
3	133	15	12	\script\maps\libtrap.lua	1
3	133	14	13	\script\maps\libtrap.lua	1
3	133	15	13	\script\maps\libtrap.lua	1
3	133	14	14	\script\maps\libtrap.lua	1
3	133	15	14	\script\maps\libtrap.lua	1
3	133	14	15	\script\maps\libtrap.lua	1
3	133	15	15	\script\maps\libtrap.lua	1
3	133	14	16	\script\maps\libtrap.lua	1
3	133	15	16	\script\maps\libtrap.lua	1
3	133	15	17	\script\maps\libtrap.lua	1
3	416	9	6	\script\maps\libtrap.lua	1
3	416	7	7	\script\maps\libtrap.lua	1
3	416	8	7	\script\maps\libtrap.lua	1
3	416	9	7	\script\maps\libtrap.lua	1
3	416	7	8	\script\maps\libtrap.lua	1
3	416	8	8	\script\maps\libtrap.lua	1
3	416	9	8	\script\maps\libtrap.lua	1
3	416	10	8	\script\maps\libtrap.lua	1
3	416	8	9	\script\maps\libtrap.lua	1
3	416	9	9	\script\maps\libtrap.lua	1
3	416	10	9	\script\maps\libtrap.lua	1
3	416	9	10	\script\maps\libtrap.lua	1
3	416	10	10	\script\maps\libtrap.lua	1
