MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
38	97	10	8	\script\maps\libtrap.lua	1
38	97	9	9	\script\maps\libtrap.lua	1
38	97	10	9	\script\maps\libtrap.lua	1
38	97	11	9	\script\maps\libtrap.lua	1
38	97	9	10	\script\maps\libtrap.lua	1
38	97	10	10	\script\maps\libtrap.lua	1
38	97	11	10	\script\maps\libtrap.lua	1
38	97	12	10	\script\maps\libtrap.lua	1
38	97	10	11	\script\maps\libtrap.lua	1
38	97	11	11	\script\maps\libtrap.lua	1
38	97	12	11	\script\maps\libtrap.lua	1
38	97	13	11	\script\maps\libtrap.lua	1
38	97	11	12	\script\maps\libtrap.lua	1
38	97	12	12	\script\maps\libtrap.lua	1
38	97	13	12	\script\maps\libtrap.lua	1
38	97	14	12	\script\maps\libtrap.lua	1
38	97	12	13	\script\maps\libtrap.lua	1
38	97	13	13	\script\maps\libtrap.lua	1
38	97	14	13	\script\maps\libtrap.lua	1
38	97	15	13	\script\maps\libtrap.lua	1
38	97	13	14	\script\maps\libtrap.lua	1
38	97	14	14	\script\maps\libtrap.lua	1
38	97	15	14	\script\maps\libtrap.lua	1
38	97	14	15	\script\maps\libtrap.lua	1
38	97	15	15	\script\maps\libtrap.lua	1
38	97	15	16	\script\maps\libtrap.lua	1
38	98	0	14	\script\maps\libtrap.lua	1
38	98	0	15	\script\maps\libtrap.lua	1
38	98	1	15	\script\maps\libtrap.lua	1
38	98	0	16	\script\maps\libtrap.lua	1
38	98	1	16	\script\maps\libtrap.lua	1
38	98	2	16	\script\maps\libtrap.lua	1
38	98	0	17	\script\maps\libtrap.lua	1
38	98	1	17	\script\maps\libtrap.lua	1
38	98	2	17	\script\maps\libtrap.lua	1
38	98	3	17	\script\maps\libtrap.lua	1
38	98	1	18	\script\maps\libtrap.lua	1
