MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
227	356	10	31	\script\maps\libtrap.lua	1
227	356	11	31	\script\maps\libtrap.lua	1
227	356	12	31	\script\maps\libtrap.lua	1
227	359	11	1	\script\maps\libtrap.lua	1
227	359	11	2	\script\maps\libtrap.lua	1
227	359	10	3	\script\maps\libtrap.lua	1
227	359	11	3	\script\maps\libtrap.lua	1
227	359	10	4	\script\maps\libtrap.lua	1
227	359	9	5	\script\maps\libtrap.lua	1
227	359	10	5	\script\maps\libtrap.lua	1
227	359	9	6	\script\maps\libtrap.lua	1
227	359	8	7	\script\maps\libtrap.lua	1
227	359	9	7	\script\maps\libtrap.lua	1
227	359	7	8	\script\maps\libtrap.lua	1
227	359	8	8	\script\maps\libtrap.lua	1
227	359	7	9	\script\maps\libtrap.lua	1
227	359	7	10	\script\maps\libtrap.lua	1
227	387	12	0	\script\maps\libtrap.lua	1
227	387	13	0	\script\maps\libtrap.lua	1
227	387	13	1	\script\maps\libtrap.lua	1
227	387	14	1	\script\maps\libtrap.lua	1
227	387	15	1	\script\maps\libtrap.lua	1
227	387	15	2	\script\maps\libtrap.lua	1
227	387	15	3	\script\maps\libtrap.lua	1
