MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
20	446	15	29	\script\maps\libtrap.lua	1
20	446	12	30	\script\maps\libtrap.lua	1
20	446	13	30	\script\maps\libtrap.lua	1
20	446	14	30	\script\maps\libtrap.lua	1
20	446	15	30	\script\maps\libtrap.lua	1
20	446	9	31	\script\maps\libtrap.lua	1
20	446	10	31	\script\maps\libtrap.lua	1
20	446	11	31	\script\maps\libtrap.lua	1
20	446	12	31	\script\maps\libtrap.lua	1
20	446	13	31	\script\maps\libtrap.lua	1
20	446	14	31	\script\maps\libtrap.lua	1
20	446	15	31	\script\maps\libtrap.lua	1
20	447	4	27	\script\maps\libtrap.lua	1
20	447	5	27	\script\maps\libtrap.lua	1
20	447	2	28	\script\maps\libtrap.lua	1
20	447	3	28	\script\maps\libtrap.lua	1
20	447	4	28	\script\maps\libtrap.lua	1
20	447	5	28	\script\maps\libtrap.lua	1
20	447	0	29	\script\maps\libtrap.lua	1
20	447	1	29	\script\maps\libtrap.lua	1
20	447	2	29	\script\maps\libtrap.lua	1
20	447	3	29	\script\maps\libtrap.lua	1
20	447	4	29	\script\maps\libtrap.lua	1
20	447	5	29	\script\maps\libtrap.lua	1
20	447	0	30	\script\maps\libtrap.lua	1
20	447	1	30	\script\maps\libtrap.lua	1
20	447	2	30	\script\maps\libtrap.lua	1
20	447	3	30	\script\maps\libtrap.lua	1
20	447	4	30	\script\maps\libtrap.lua	1
20	447	0	31	\script\maps\libtrap.lua	1
20	447	1	31	\script\maps\libtrap.lua	1
20	480	6	0	\script\maps\libtrap.lua	1
20	480	7	0	\script\maps\libtrap.lua	1
20	480	8	0	\script\maps\libtrap.lua	1
20	480	9	0	\script\maps\libtrap.lua	1
20	480	10	0	\script\maps\libtrap.lua	1
20	480	11	0	\script\maps\libtrap.lua	1
20	480	12	0	\script\maps\libtrap.lua	1
20	480	13	0	\script\maps\libtrap.lua	1
20	480	14	0	\script\maps\libtrap.lua	1
20	480	3	1	\script\maps\libtrap.lua	1
20	480	4	1	\script\maps\libtrap.lua	1
20	480	5	1	\script\maps\libtrap.lua	1
20	480	6	1	\script\maps\libtrap.lua	1
20	480	7	1	\script\maps\libtrap.lua	1
20	480	8	1	\script\maps\libtrap.lua	1
20	480	9	1	\script\maps\libtrap.lua	1
20	480	10	1	\script\maps\libtrap.lua	1
20	480	11	1	\script\maps\libtrap.lua	1
20	480	1	2	\script\maps\libtrap.lua	1
20	480	2	2	\script\maps\libtrap.lua	1
20	480	3	2	\script\maps\libtrap.lua	1
20	480	4	2	\script\maps\libtrap.lua	1
20	480	5	2	\script\maps\libtrap.lua	1
20	480	6	2	\script\maps\libtrap.lua	1
20	480	7	2	\script\maps\libtrap.lua	1
20	480	8	2	\script\maps\libtrap.lua	1
20	480	1	3	\script\maps\libtrap.lua	1
20	480	2	3	\script\maps\libtrap.lua	1
20	480	3	3	\script\maps\libtrap.lua	1
20	480	4	3	\script\maps\libtrap.lua	1
20	480	5	3	\script\maps\libtrap.lua	1
20	480	6	3	\script\maps\libtrap.lua	1
20	480	1	4	\script\maps\libtrap.lua	1
20	480	2	4	\script\maps\libtrap.lua	1
20	480	3	4	\script\maps\libtrap.lua	1
20	516	13	31	\script\maps\libtrap.lua	1
20	550	13	0	\script\maps\libtrap.lua	1
20	550	13	1	\script\maps\libtrap.lua	1
20	550	14	1	\script\maps\libtrap.lua	1
20	550	13	2	\script\maps\libtrap.lua	1
20	550	14	2	\script\maps\libtrap.lua	1
20	550	12	3	\script\maps\libtrap.lua	1
20	550	13	3	\script\maps\libtrap.lua	1
20	550	11	4	\script\maps\libtrap.lua	1
20	550	12	4	\script\maps\libtrap.lua	1
20	550	10	5	\script\maps\libtrap.lua	1
20	550	11	5	\script\maps\libtrap.lua	1
20	550	9	6	\script\maps\libtrap.lua	1
20	550	10	6	\script\maps\libtrap.lua	1
20	550	8	7	\script\maps\libtrap.lua	1
20	550	9	7	\script\maps\libtrap.lua	1
20	550	7	8	\script\maps\libtrap.lua	1
20	550	8	8	\script\maps\libtrap.lua	1
20	550	6	9	\script\maps\libtrap.lua	1
20	550	7	9	\script\maps\libtrap.lua	1
20	550	5	10	\script\maps\libtrap.lua	1
20	550	6	10	\script\maps\libtrap.lua	1
20	550	4	11	\script\maps\libtrap.lua	1
20	550	5	11	\script\maps\libtrap.lua	1
20	550	3	12	\script\maps\libtrap.lua	1
20	550	4	12	\script\maps\libtrap.lua	1
20	550	1	13	\script\maps\libtrap.lua	1
20	550	2	13	\script\maps\libtrap.lua	1
20	550	3	13	\script\maps\libtrap.lua	1
20	550	1	14	\script\maps\libtrap.lua	1
20	550	2	14	\script\maps\libtrap.lua	1
20	550	1	15	\script\maps\libtrap.lua	1
20	687	12	31	\script\maps\libtrap.lua	1
20	696	14	23	\script\maps\libtrap.lua	1
20	696	15	23	\script\maps\libtrap.lua	1
20	696	14	24	\script\maps\libtrap.lua	1
20	696	15	24	\script\maps\libtrap.lua	1
20	696	13	25	\script\maps\libtrap.lua	1
20	696	14	25	\script\maps\libtrap.lua	1
20	696	15	25	\script\maps\libtrap.lua	1
20	696	12	26	\script\maps\libtrap.lua	1
20	696	13	26	\script\maps\libtrap.lua	1
