MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
319	350	1	30	\script\maps\libtrap.lua	1
319	350	2	30	\script\maps\libtrap.lua	1
319	350	1	31	\script\maps\libtrap.lua	1
319	350	2	31	\script\maps\libtrap.lua	1
319	382	1	0	\script\maps\libtrap.lua	1
319	382	2	0	\script\maps\libtrap.lua	1
319	382	1	1	\script\maps\libtrap.lua	1
319	382	2	1	\script\maps\libtrap.lua	1
319	382	1	2	\script\maps\libtrap.lua	1
319	382	2	2	\script\maps\libtrap.lua	1
319	382	1	3	\script\maps\libtrap.lua	1
319	382	2	3	\script\maps\libtrap.lua	1
319	382	1	4	\script\maps\libtrap.lua	1
319	382	2	4	\script\maps\libtrap.lua	1
319	382	1	5	\script\maps\libtrap.lua	1
319	382	2	5	\script\maps\libtrap.lua	1
319	382	1	6	\script\maps\libtrap.lua	1
319	382	2	6	\script\maps\libtrap.lua	1
319	382	1	7	\script\maps\libtrap.lua	1
319	382	2	7	\script\maps\libtrap.lua	1
319	382	1	8	\script\maps\libtrap.lua	1
319	382	2	8	\script\maps\libtrap.lua	1
319	382	1	9	\script\maps\libtrap.lua	1
319	382	2	9	\script\maps\libtrap.lua	1
319	382	1	10	\script\maps\libtrap.lua	1
319	382	2	10	\script\maps\libtrap.lua	1
319	382	1	11	\script\maps\libtrap.lua	1
319	382	2	11	\script\maps\libtrap.lua	1
319	382	1	12	\script\maps\libtrap.lua	1
319	382	2	12	\script\maps\libtrap.lua	1
319	382	1	13	\script\maps\libtrap.lua	1
319	382	2	13	\script\maps\libtrap.lua	1
319	382	1	14	\script\maps\libtrap.lua	1
319	382	2	14	\script\maps\libtrap.lua	1
319	382	1	15	\script\maps\libtrap.lua	1
319	382	2	15	\script\maps\libtrap.lua	1
319	382	1	16	\script\maps\libtrap.lua	1
319	382	2	16	\script\maps\libtrap.lua	1
319	382	1	17	\script\maps\libtrap.lua	1
319	382	2	17	\script\maps\libtrap.lua	1
319	382	1	18	\script\maps\libtrap.lua	1
319	382	2	18	\script\maps\libtrap.lua	1
319	382	1	19	\script\maps\libtrap.lua	1
319	382	2	19	\script\maps\libtrap.lua	1
