MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
396	156	13	21	\script\maps\libtrap.lua	1
396	156	14	22	\script\maps\libtrap.lua	1
396	156	15	22	\script\maps\libtrap.lua	1
396	156	13	23	\script\maps\libtrap.lua	1
396	156	15	23	\script\maps\libtrap.lua	1
396	156	14	24	\script\maps\libtrap.lua	1
396	156	15	24	\script\maps\libtrap.lua	1
396	156	15	25	\script\maps\libtrap.lua	1
396	157	0	22	\script\maps\libtrap.lua	1
396	157	1	22	\script\maps\libtrap.lua	1
396	157	0	23	\script\maps\libtrap.lua	1
396	157	1	23	\script\maps\libtrap.lua	1
396	157	2	23	\script\maps\libtrap.lua	1
396	157	3	23	\script\maps\libtrap.lua	1
396	157	0	24	\script\maps\libtrap.lua	1
396	157	1	24	\script\maps\libtrap.lua	1
396	157	2	24	\script\maps\libtrap.lua	1
396	157	1	25	\script\maps\libtrap.lua	1
396	157	2	25	\script\maps\libtrap.lua	1
396	157	3	25	\script\maps\libtrap.lua	1
396	157	0	26	\script\maps\libtrap.lua	1
396	157	1	26	\script\maps\libtrap.lua	1
396	157	2	26	\script\maps\libtrap.lua	1
396	157	3	26	\script\maps\libtrap.lua	1
396	157	4	26	\script\maps\libtrap.lua	1
396	157	1	27	\script\maps\libtrap.lua	1
396	157	2	27	\script\maps\libtrap.lua	1
396	157	3	27	\script\maps\libtrap.lua	1
396	157	4	27	\script\maps\libtrap.lua	1
396	157	5	27	\script\maps\libtrap.lua	1
396	157	2	28	\script\maps\libtrap.lua	1
396	157	3	28	\script\maps\libtrap.lua	1
396	157	4	28	\script\maps\libtrap.lua	1
396	157	5	28	\script\maps\libtrap.lua	1
396	157	6	28	\script\maps\libtrap.lua	1
396	157	3	29	\script\maps\libtrap.lua	1
396	157	4	29	\script\maps\libtrap.lua	1
396	157	5	29	\script\maps\libtrap.lua	1
396	157	6	29	\script\maps\libtrap.lua	1
396	157	7	29	\script\maps\libtrap.lua	1
396	157	4	30	\script\maps\libtrap.lua	1
396	157	5	30	\script\maps\libtrap.lua	1
396	157	6	30	\script\maps\libtrap.lua	1
396	157	7	30	\script\maps\libtrap.lua	1
396	157	8	30	\script\maps\libtrap.lua	1
396	157	5	31	\script\maps\libtrap.lua	1
396	157	6	31	\script\maps\libtrap.lua	1
396	157	7	31	\script\maps\libtrap.lua	1
396	157	9	31	\script\maps\libtrap.lua	1
396	176	7	0	\script\maps\libtrap.lua	1
396	176	8	0	\script\maps\libtrap.lua	1
396	176	9	0	\script\maps\libtrap.lua	1
396	176	10	0	\script\maps\libtrap.lua	1
396	176	7	1	\script\maps\libtrap.lua	1
396	176	8	1	\script\maps\libtrap.lua	1
396	176	9	1	\script\maps\libtrap.lua	1
396	176	10	1	\script\maps\libtrap.lua	1
396	176	11	1	\script\maps\libtrap.lua	1
396	176	8	2	\script\maps\libtrap.lua	1
396	176	10	2	\script\maps\libtrap.lua	1
396	176	11	2	\script\maps\libtrap.lua	1
396	176	12	2	\script\maps\libtrap.lua	1
396	176	9	3	\script\maps\libtrap.lua	1
396	176	10	3	\script\maps\libtrap.lua	1
396	176	11	3	\script\maps\libtrap.lua	1
396	176	12	3	\script\maps\libtrap.lua	1
396	176	13	3	\script\maps\libtrap.lua	1
396	176	10	4	\script\maps\libtrap.lua	1
396	176	11	4	\script\maps\libtrap.lua	1
396	176	12	4	\script\maps\libtrap.lua	1
396	176	13	4	\script\maps\libtrap.lua	1
396	176	14	4	\script\maps\libtrap.lua	1
396	176	11	5	\script\maps\libtrap.lua	1
396	176	12	5	\script\maps\libtrap.lua	1
396	176	13	5	\script\maps\libtrap.lua	1
396	176	14	5	\script\maps\libtrap.lua	1
396	176	15	5	\script\maps\libtrap.lua	1
396	176	12	6	\script\maps\libtrap.lua	1
396	176	13	6	\script\maps\libtrap.lua	1
396	176	14	6	\script\maps\libtrap.lua	1
396	176	15	6	\script\maps\libtrap.lua	1
396	176	13	7	\script\maps\libtrap.lua	1
396	176	14	7	\script\maps\libtrap.lua	1
396	176	15	8	\script\maps\libtrap.lua	1
396	177	0	6	\script\maps\libtrap.lua	1
396	177	1	7	\script\maps\libtrap.lua	1
396	177	2	8	\script\maps\libtrap.lua	1
