MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
142	9	1	26	\script\maps\libtrap.lua	1
142	9	1	27	\script\maps\libtrap.lua	1
142	9	2	27	\script\maps\libtrap.lua	1
142	9	2	28	\script\maps\libtrap.lua	1
142	9	3	28	\script\maps\libtrap.lua	1
142	9	3	29	\script\maps\libtrap.lua	1
142	9	4	29	\script\maps\libtrap.lua	1
142	9	4	30	\script\maps\libtrap.lua	1
142	9	5	30	\script\maps\libtrap.lua	1
142	9	5	31	\script\maps\libtrap.lua	1
142	9	6	31	\script\maps\libtrap.lua	1
142	40	9	9	\script\maps\libtrap.lua	1
142	40	10	9	\script\maps\libtrap.lua	1
142	40	10	10	\script\maps\libtrap.lua	1
142	40	11	10	\script\maps\libtrap.lua	1
142	40	11	11	\script\maps\libtrap.lua	1
142	40	12	11	\script\maps\libtrap.lua	1
142	40	12	12	\script\maps\libtrap.lua	1
142	40	13	12	\script\maps\libtrap.lua	1
142	40	13	13	\script\maps\libtrap.lua	1
142	40	14	13	\script\maps\libtrap.lua	1
142	40	14	14	\script\maps\libtrap.lua	1
142	57	2	24	\script\maps\libtrap.lua	1
142	57	3	24	\script\maps\libtrap.lua	1
142	57	3	25	\script\maps\libtrap.lua	1
142	57	4	25	\script\maps\libtrap.lua	1
142	57	4	26	\script\maps\libtrap.lua	1
142	57	5	26	\script\maps\libtrap.lua	1
142	57	5	27	\script\maps\libtrap.lua	1
142	57	6	27	\script\maps\libtrap.lua	1
142	57	6	28	\script\maps\libtrap.lua	1
142	57	7	28	\script\maps\libtrap.lua	1
142	57	7	29	\script\maps\libtrap.lua	1
142	57	8	29	\script\maps\libtrap.lua	1
142	57	8	30	\script\maps\libtrap.lua	1
142	76	13	3	\script\maps\libtrap.lua	1
142	76	13	4	\script\maps\libtrap.lua	1
142	76	14	4	\script\maps\libtrap.lua	1
142	76	14	5	\script\maps\libtrap.lua	1
142	76	15	5	\script\maps\libtrap.lua	1
142	76	15	6	\script\maps\libtrap.lua	1
142	77	0	6	\script\maps\libtrap.lua	1
142	77	0	7	\script\maps\libtrap.lua	1
142	77	1	7	\script\maps\libtrap.lua	1
142	77	1	8	\script\maps\libtrap.lua	1
142	77	2	8	\script\maps\libtrap.lua	1
142	77	2	9	\script\maps\libtrap.lua	1
142	77	3	9	\script\maps\libtrap.lua	1
142	88	0	16	\script\maps\libtrap.lua	1
142	88	1	16	\script\maps\libtrap.lua	1
142	88	1	17	\script\maps\libtrap.lua	1
142	88	2	17	\script\maps\libtrap.lua	1
142	88	2	18	\script\maps\libtrap.lua	1
142	88	3	18	\script\maps\libtrap.lua	1
142	88	3	19	\script\maps\libtrap.lua	1
142	88	4	19	\script\maps\libtrap.lua	1
142	88	4	20	\script\maps\libtrap.lua	1
142	88	5	20	\script\maps\libtrap.lua	1
142	88	5	21	\script\maps\libtrap.lua	1
142	88	6	21	\script\maps\libtrap.lua	1
