MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
6	39	15	9	\script\maps\libtrap.lua	1
6	39	14	10	\script\maps\libtrap.lua	1
6	39	15	10	\script\maps\libtrap.lua	1
6	39	13	11	\script\maps\libtrap.lua	1
6	39	14	11	\script\maps\libtrap.lua	1
6	39	15	11	\script\maps\libtrap.lua	1
6	39	12	12	\script\maps\libtrap.lua	1
6	39	13	12	\script\maps\libtrap.lua	1
6	39	14	12	\script\maps\libtrap.lua	1
6	39	12	13	\script\maps\libtrap.lua	1
6	39	13	13	\script\maps\libtrap.lua	1
6	64	10	15	\script\maps\libtrap.lua	1
6	64	10	16	\script\maps\libtrap.lua	1
6	64	11	16	\script\maps\libtrap.lua	1
6	64	11	17	\script\maps\libtrap.lua	1
6	64	12	17	\script\maps\libtrap.lua	1
6	64	12	18	\script\maps\libtrap.lua	1
6	64	13	18	\script\maps\libtrap.lua	1
6	64	13	19	\script\maps\libtrap.lua	1
6	64	14	19	\script\maps\libtrap.lua	1
6	64	14	20	\script\maps\libtrap.lua	1
6	129	13	23	\script\maps\libtrap.lua	1
6	129	14	23	\script\maps\libtrap.lua	1
6	129	15	23	\script\maps\libtrap.lua	1
6	129	14	24	\script\maps\libtrap.lua	1
6	129	15	24	\script\maps\libtrap.lua	1
6	129	15	25	\script\maps\libtrap.lua	1
6	130	0	24	\script\maps\libtrap.lua	1
6	130	0	25	\script\maps\libtrap.lua	1
6	130	0	26	\script\maps\libtrap.lua	1
6	194	6	17	\script\maps\libtrap.lua	1
6	194	7	17	\script\maps\libtrap.lua	1
6	194	5	18	\script\maps\libtrap.lua	1
6	194	6	18	\script\maps\libtrap.lua	1
6	194	7	18	\script\maps\libtrap.lua	1
6	194	4	19	\script\maps\libtrap.lua	1
6	194	5	19	\script\maps\libtrap.lua	1
6	194	3	20	\script\maps\libtrap.lua	1
6	194	4	20	\script\maps\libtrap.lua	1
6	238	14	14	\script\maps\libtrap.lua	1
6	238	14	15	\script\maps\libtrap.lua	1
6	238	15	15	\script\maps\libtrap.lua	1
6	238	15	16	\script\maps\libtrap.lua	1
6	239	0	16	\script\maps\libtrap.lua	1
6	239	0	17	\script\maps\libtrap.lua	1
6	239	1	17	\script\maps\libtrap.lua	1
