MapId	RegionId	CellX	CellY	ScriptFile	IsLoad
4	124	1	19	\script\maps\libtrap.lua	1
4	124	3	19	\script\maps\libtrap.lua	1
4	124	2	20	\script\maps\libtrap.lua	1
4	124	3	21	\script\maps\libtrap.lua	1
4	124	5	21	\script\maps\libtrap.lua	1
4	124	4	22	\script\maps\libtrap.lua	1
4	124	5	22	\script\maps\libtrap.lua	1
4	124	5	23	\script\maps\libtrap.lua	1
4	183	1	30	\script\maps\libtrap.lua	1
4	183	2	30	\script\maps\libtrap.lua	1
4	183	0	31	\script\maps\libtrap.lua	1
4	183	1	31	\script\maps\libtrap.lua	1
4	183	2	31	\script\maps\libtrap.lua	1
4	183	3	31	\script\maps\libtrap.lua	1
4	217	15	0	\script\maps\libtrap.lua	1
4	217	15	1	\script\maps\libtrap.lua	1
4	217	15	2	\script\maps\libtrap.lua	1
4	218	0	0	\script\maps\libtrap.lua	1
4	218	1	0	\script\maps\libtrap.lua	1
4	218	0	1	\script\maps\libtrap.lua	1
4	308	3	13	\script\maps\libtrap.lua	1
4	308	4	13	\script\maps\libtrap.lua	1
4	308	2	14	\script\maps\libtrap.lua	1
4	308	3	14	\script\maps\libtrap.lua	1
4	308	4	14	\script\maps\libtrap.lua	1
4	308	1	15	\script\maps\libtrap.lua	1
4	308	2	15	\script\maps\libtrap.lua	1
4	308	3	15	\script\maps\libtrap.lua	1
4	308	1	16	\script\maps\libtrap.lua	1
4	308	2	16	\script\maps\libtrap.lua	1
4	308	1	17	\script\maps\libtrap.lua	1
4	473	2	4	\script\maps\libtrap.lua	1
4	473	3	4	\script\maps\libtrap.lua	1
4	473	3	5	\script\maps\libtrap.lua	1
4	473	4	5	\script\maps\libtrap.lua	1
4	473	4	6	\script\maps\libtrap.lua	1
4	473	5	6	\script\maps\libtrap.lua	1
4	473	5	7	\script\maps\libtrap.lua	1
4	540	10	14	\script\maps\libtrap.lua	1
4	540	11	14	\script\maps\libtrap.lua	1
4	540	9	15	\script\maps\libtrap.lua	1
4	540	10	15	\script\maps\libtrap.lua	1
4	540	8	16	\script\maps\libtrap.lua	1
4	540	9	16	\script\maps\libtrap.lua	1
4	540	7	17	\script\maps\libtrap.lua	1
4	540	8	17	\script\maps\libtrap.lua	1
